wave_id,type,n_samples,t_end_ms,mean_value,std_value,min_value,max_value,p2p_value,max_slope,mean_abs_slope,energy_total,dominant_freq_hz,spectral_centroid_hz,tail_std,tail_p2p,tail_mean_abs_slope,t_est_settle_ms,t_enter_band_ms,band_width,band_to_p2p,tail_noise_ratio,enter_vs_settle,slope_norm,t_enter_norm,enter_minus_est,enter_margin_ms,wait_time_ms
1,type4_overdamped_no_overshoot,1000,9.99,0.057065199812438135,0.002297225354150612,0.0564377476631048,0.074476195529029,0.0180384478659242,50.34476246029012,3.1599967848295063,3.261714273961242,390.62499999999994,256.4643074375684,1.817652083195068e-05,0.0001123088287907012,1.581849147224264,1.22,1.27,0.00011679187040700145,0.0064746075310145885,0.007912380381488076,1.0409827532928253,2790.969757026805,0.1271271271271144,0.050000000000000044,8.72,1.5283242
2,type3_Sine_Wave,1000,9.99,1.901712558337973e-09,1.0495270636520673e-11,1.886640590976674e-09,1.9168037300291363e-09,3.016313905246229e-11,9.854294121241083e-08,2.703255530482749e-08,3.616620805246093e-15,390.62499999999994,375.97063594267627,1.0561796692850762e-11,3.0158410065759594e-11,2.7180462751981114e-08,0.0,0.0,3.016313905246229e-11,0.9679108064718214,0.9187949572318682,0.0,3162.163511400969,0.0,0.0,9.99,0.1
3,type4_overdamped_no_overshoot,1000,9.99,13.698763734639808,0.34871825957450286,13.566409425410557,15.616964288251545,2.050554862840988,3139.301600598543,388.9892243264983,187777.7322820435,390.62499999999994,334.74382678733474,0.001990644288461091,0.015100601250273016,225.5991164280497,3.35,2.74,0.015100601250273016,0.0073641537341479265,0.005708460150278097,0.8179102036088944,1530.9522595496883,0.27427427427424683,-0.6099999999999999,7.25,3.3251932
4,type0_Step_Response,1000,9.99,0.03396335889642146,0.005356914100576274,5.433579123876621e-06,0.0355604916082125,0.03555505802908862,69.02189272777,4.4120133102244745,1.182206276208083,390.62499999999994,279.27225853501494,1.6970756580425736e-05,9.272083337579645e-05,1.0739868608964982,2.09,2.21,9.920884771789928e-05,0.002790287886295766,0.0031680098389914603,1.0574157620020277,1941.2678969433807,0.22122122122119905,0.1200000000000001,7.78,2.5992055
5,type4_overdamped_no_overshoot,1000,9.99,49.50750155258442,1.8353614736577837,48.880204619758864,60.423989655861526,11.543785036102662,19355.176107568182,2273.015962096734,2454361.2617181363,390.62499999999994,314.68988511950215,0.01945799732313666,0.10682719286775466,1425.5004641108105,1.78,1.77,0.11728157610627221,0.01015971587650578,0.010601724838621158,0.9943814638306383,1676.6750287738444,0.17717717717715945,-0.010000000000000009,8.22,2.08257
6,type1_Damped_Osc,1000,9.99,30.485336662515948,0.7345166523073332,26.95628517050517,33.0418105041805,6.085525333675335,32878.612758166164,2505.6498370792165,929895.2661394558,1171.8749999999998,1035.3060196093438,0.008660674145992878,0.04365248628720053,664.2661480475489,2.99,2.98,0.04821209667295179,0.007922421488602416,0.01179098406928605,0.9966551850651554,5402.756698131075,0.2982982982982684,-0.010000000000000231,7.01,3.3582323
7,type1_Damped_Osc,1000,9.99,39.05501839325954,1.002735679821234,32.99515968270678,42.701967586453215,9.706807903746437,77329.65000964355,3536.658790997594,1526299.940541428,1562.4999999999998,1399.9223111578087,0.008003743439212391,0.03841901086526889,551.8838845978506,2.2,2.19,0.04793109066932999,0.004937883920709462,0.00798190749593283,0.9954540929754121,7966.537586448934,0.21921921921919726,-0.010000000000000231,7.800000000000001,2.5047283
8,type0_Step_Response,1000,9.99,1.0913779732966859e-06,1.0923563459752713e-07,-3.1221551391428415e-10,1.123833836784943e-06,1.1241460522988573e-06,0.005753459215567743,0.00014065551664412212,1.2030383044631058e-09,0.0,180.28121388055754,3.6732364776287577e-10,2.293771781305861e-09,2.8372021346534748e-05,0.0,1.35,2.893737667099907e-09,0.0025741629275122624,0.003362641563576613,1350000.0000000002,5118.066363116853,0.13513513513512163,1.35,8.64,1.579006
9,type4_overdamped_no_overshoot,1000,9.99,12.010029468501973,0.3868403674828564,11.874118019223046,14.229303865032476,2.35518584580943,4030.51966521275,496.7855994783268,144390.45330420003,390.62499999999994,327.052654296288,0.002586716081241136,0.014739958112841123,298.7176561064611,2.32,2.11,0.015409844556328878,0.006542942071319335,0.006686779092021943,0.9094823666024281,1711.3382675861956,0.21121121121119005,-0.20999999999999996,7.880000000000001,2.3566604
10,type2_Triangle_Wave,1000,9.99,2.544631478672171e-06,1.1497234549789065e-07,2.486061747969047e-06,2.9939775840325693e-06,5.079158360635225e-07,0.0022974760675517625,0.0005130938214714638,6.488368002478606e-09,390.62499999999994,1054.8382794841666,8.908377989422283e-08,3.8689088743413714e-07,0.0003373246842431398,0.0,0.0,5.079158360635225e-07,0.9999980311737493,0.774821151010668,0.0,4523.331192086,0.0,0.0,9.99,0.1
11,type4_overdamped_no_overshoot,1000,9.99,0.17349272632139284,0.0064746073784938,0.1716101629848435,0.2188762322401174,0.04726606925527391,108.8542727710695,7.8515301001566815,30.141646627135355,390.62499999999994,273.66009274926574,3.5635936533526837e-05,0.00018754694055400645,3.657732301532626,1.81,1.74,0.00023243211052040302,0.004917525704542291,0.005503953281613956,0.9613254357318035,2303.0109015595926,0.17417417417415673,-0.07000000000000006,8.25,2.03008
12,type4_overdamped_decay_overshoot,1000,9.99,5.2988445094553525,0.13931776442212732,5.227266125984718,6.268351887164787,1.041085761180069,2432.5414800007825,186.53890253712817,28097.162574868722,390.62499999999994,282.8074386895217,0.0008098109246405899,0.004448750018433145,92.65855543677186,3.6,3.64,0.005235684395867857,0.005029061573110161,0.005812689630742869,1.0111108302469916,2336.5428389311214,0.3643643643643279,0.040000000000000036,6.35,3.8270369
