,importance,stddev,p_value,n,p99_high,p99_low
std_all,0.8302939376306533,0.09558376005849727,2.070879540545176e-05,5,1.0271022206990585,0.6334856545622481
x_end,0.7737523049402235,0.0868424661548395,1.8725900460392788e-05,5,0.9525621430434762,0.5949424668369708
mid_to_tail_ratio,0.47202728052377696,0.07420243057514926,7.092668740453307e-05,5,0.6248111106645898,0.3192434503829641
stability_ratio,0.3606594449305535,0.056111757130579615,6.80956739060832e-05,5,0.4761943284093185,0.24512456145178851
settling_trend,0.3472679486441612,0.04994668811143066,4.9964847833550305e-05,5,0.45010886980218934,0.24442702748613312
std_tail_50,0.3182443840193748,0.04441946649960721,4.43847711934888e-05,5,0.4097046794843373,0.22678408855441237
ringing_energy,0.2783826494216919,0.05448196433314808,0.00016740320414050146,5,0.39056176700441503,0.16620353183896874
max_slope,0.256549024298191,0.016881055235050096,2.236635096551828e-06,5,0.2913073503481377,0.22179069824824427
max_dev_tail_50,0.20963877385616306,0.01893802569079085,7.905381112083969e-06,5,0.248632430504833,0.17064511720749312
max_rolling_std_half,0.2036656835055351,0.017520434375066427,6.507529377504313e-06,5,0.2397405000419343,0.1675908669691359
