wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,settling_trend,mid_to_tail_ratio,stability_ratio,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
2.13,3.051400280832269,0.3970928881633145,6.887977227652218,0.0027427365838477,0.0025647088387739,0.0063234565270673,0.9478709936627344,1.069413990769008,0.0064587125802676,0.1021912574167926,1.0,2.3745925,0.24459254264831554,0.24459254264831554
3.04,1.0540639083117511,0.1476915660923141,7.290153574196626,0.0028339847199156,0.002509832177526,0.00978467156224,0.993401878713748,1.129152624681269,0.0169937405834232,0.063971232339019,2.0,2.4200885,-0.619911470413208,0.619911470413208
2.64,1.8012091491623776,0.2977183709769537,7.284989511985778,0.0026901259461614,0.0024803790566157,0.0064822171374845,0.8912330152572538,1.0845619964514253,0.0083312932290512,0.0555919963617363,3.0,2.4526596,-0.18734039306640637,0.18734039306640637
2.21,1.329861871263366,0.1620458755532973,5.982202942295624,0.0029112782087536,0.0017655298330252,0.0048398786560792,1.304956790876622,1.6489534786345683,0.0108952468929044,0.0491814736448094,4.0,2.347087,0.1370869064331055,0.1370869064331055
3.0500000000000003,1.2251790171585666,0.1646228085513946,7.667161144916101,0.0025643121235251,0.0025080013893861,0.0075641516590223,0.9459066076754548,1.0224520257146985,0.0152348352954283,0.0612641370189777,5.0,2.399346,-0.6506538867950442,0.6506538867950442
2.99,1.465410598769967,0.2453775051145261,9.117079079308123,0.0204636189887609,0.0022353902153043,0.0060427961341082,1.108569408547784,9.154379264201603,0.0091100046239,0.0667789315948773,6.0,2.5849862,-0.40501379013061545,0.40501379013061545
2.38,2.9379207276328745,0.4357224223527473,7.510412480632415,0.0026771093527229,0.0021221406766893,0.0056238606078991,1.0987972949605684,1.2615130187252104,0.0048703958367809,0.0838615864709184,7.0,2.4939985,0.11399852752685558,0.11399852752685558
2.27,2.77755170413031,0.4024120327246743,7.22469111011028,0.0025453910024586,0.0020662024081399,0.0055628537843501,1.062239374771895,1.2319169508824217,0.0051345442854068,0.0934474829255565,8.0,2.4307077,0.16070769309997557,0.16070769309997557
2.47,2.5823837221926498,0.3972852317276418,8.035210721716748,0.0027228667341962,0.0026119958524836,0.0071820753936342,0.9913622240662338,1.0424464070878054,0.0065746109779879,0.0655521067603568,9.0,2.4698606,-0.00013944625854511727,0.00013944625854511727
3.01,1.3596804468416113,0.2273377932379888,9.241642638984882,0.0195942650012897,0.0024787498056025,0.008830710509841,1.0384439140526642,7.904895061254964,0.0109033775660184,0.0595423518521368,10.0,2.660314,-0.34968591690063455,0.34968591690063455
2.25,2.041893196581448,0.2830379846078061,6.913208077252198,0.0026655472595563,0.002519840513835,0.0063888649820293,1.0343061531941853,1.0578233769549816,0.0089028351032947,0.0713969225421397,11.0,2.3213046,0.0713045597076416,0.0713045597076416
2.2,1.9976194213468208,0.2601244612268276,6.547644418528847,0.0028213872576797,0.0024020843442011,0.006607270369122,0.9550890741661214,1.174557458789227,0.0092343654404425,0.0814124577439243,12.0,2.301004,0.10100393295288068,0.10100393295288068
2.21,1.2440739184881258,0.1661369923346151,6.086322945951452,0.0028552642947752,0.0023009875259599,0.0077854962258661,1.0958898065733091,1.2408859333985878,0.0138499408215818,0.0530009828584772,13.0,2.2928014,0.08280138015747074,0.08280138015747074
2.44,2.551077451457886,0.3789480075008654,8.006289644336626,0.0027915329969125,0.0022407268572958,0.0080674956491098,1.0628754065974002,1.2458152773096531,0.0059130192190752,0.0811238203902263,14.0,2.459009,0.019008932113647514,0.019008932113647514
2.42,2.302677574630556,0.3471180350099629,8.009161767210013,0.0026759906520469,0.0022623170246664,0.0054441779900074,1.0339853187222272,1.182853437434591,0.006517428626502,0.0666297243631787,15.0,2.4476447,0.027644710540771555,0.027644710540771555
3.06,1.3217321036934773,0.2104546873069969,8.589614847576282,0.0166229813767981,0.0029494958683397,0.0076246737038503,0.8680129108261718,5.6358701564430085,0.0140148736626728,0.0606132150923305,16.0,2.668175,-0.3918250179290772,0.3918250179290772
2.54,2.55305876202092,0.4106460749829421,8.227801025454852,0.0029399377474796,0.0024231421032879,0.0063611864137991,1.0172792869653506,1.2132745042958757,0.0059008042326662,0.0678752696916092,17.0,2.5276175,-0.012382545471191442,0.012382545471191442
4.24,2.8740481226923054,0.5199058061401145,9.07077723217532,0.0113111220546745,0.0023780537997411,0.0077146146483664,1.0371620135086006,4.756459798952447,0.0045740089206201,0.0721119759196881,18.0,2.8523445,-1.387655487060547,1.387655487060547
2.39,2.065156146868756,0.3108195953406659,6.947600977239089,0.0029638100369894,0.0022411385410178,0.0051235431611602,1.077131996200415,1.3224567157667506,0.0072104158405813,0.0619985394834818,19.0,2.4121597,0.022159681320190305,0.022159681320190305
