wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,logic_amp_tail,logic_amp_head,logic_activity_ratio,logic_flag_continuous,logic_flag_glitch,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,2.81,3.393243283598515,0.2009677699078251,1.4002901128973897,0.0004127556209972,0.0003791923820353,0.0012748175360535,1.0885095588475184,0.51,9.493487936111044e-05,0.0013801429028927,0.0012851577226182,1.1222667048896704,0.00114514465757,0.0,0.0,0,2.6992285718502966,-0.11077142814970342,0.11077142814970342
2.0,5.07,2.5098858204462484,0.4648925114767278,7.072486213623387,0.0035391005521716,0.0004262242236831,0.0016631231114248,8.303357838819142,0.48,5.567882988509965e-05,0.1064433000886906,0.001400782561495,2.5638455987915494,0.0005463599530365,0.0,0.0,0,5.0075436641716085,-0.06245633582839183,0.06245633582839183
3.0,4.58,2.527524809210066,0.1345070171469555,0.9804992394092618,0.0014139887069946,0.0006381435666938,0.0016899069565079,2.215781158053877,0.46,0.0001548123538834,0.0023335278766603,0.0020355598934731,0.5119148344178353,0.0039763643337503,0.0,0.0,0,4.449333679138923,-0.130666320861077,0.130666320861077
4.0,4.04,0.6384068718702304,0.0183609706182983,0.1252178913923337,0.0002184195286627,7.4775667652907e-05,0.0002997278535845,2.920958308500777,0.46,1.5036204543773523e-05,0.000324349059439,0.0002546742786387,0.06837149358201,0.0037248604874844,0.0,0.0,0,3.621506942611944,-0.41849305738805587,0.41849305738805587
5.0,1.93,2.2994715259551013,0.0643336414246406,1.13838252932615,0.0029408825866411,0.0029020201110647,0.0070451516974197,1.0133911760421517,0.17,0.0012010493046783,0.0035422629456798,0.0127370607364962,0.4336266585275079,0.029373334080462,0.0,0.0,0,2.4357599818397824,0.5057599818397824,0.5057599818397824
6.0,1.96,2.79250787221292,0.0543842326948014,1.1648874152359676,0.0037111199772043,0.0026006923479889,0.0079423889288192,1.42697330312856,0.165,0.0017698793124078,0.004570274816976,0.0125246575803692,0.3402639765632971,0.0368086497726294,0.0,0.0,0,2.3448561460197337,0.3848561460197337,0.3848561460197337
7.0,0.0,3.4805124794169204,0.1463004081682627,5.036499866183878,0.2047573157712906,4.440892098500626e-16,0.0,204757224.84081644,0.005,0.0,0.0275083710141297,0.6136354667046993,0.6189012155532714,0.9914917765424704,1.0,0.0,1,0.0,0.0,0.0
8.0,4.84,1.9297636356519297,0.1213964136070995,3.143193122559356,0.0033212811892517,0.0018633221097402,0.005672901096795,1.782450489606591,0.11,0.001221692137855,0.014986829169624,0.0128028592929723,0.7554609501449745,0.0169470828023186,0.0,0.0,0,5.139213684709526,0.29921368470952636,0.29921368470952636
9.0,2.5,1.777423669125911,0.2289211187169452,2.3143268636998404,0.0025568049664875,0.0013897189777683,0.0035554040994143,1.8397986697962667,0.225,0.000765703192577,0.0523599154294633,0.009599046945443,1.7831256772215955,0.0053832699863402,0.0,0.0,0,2.7637717203543954,0.26377172035439544,0.26377172035439544
10.0,6.37,1.2752876384129253,0.3462867453614094,3.5496517995361594,0.0094699269736323,0.0014937586080131,0.0035149591061542,6.339659288436699,0.175,0.0013062199923616,0.0305712595839801,0.0096770332340672,1.3370856827468731,0.0072374069603,0.0,0.0,0,5.852769890202207,-0.5172301097977927,0.5172301097977927
11.0,4.23,2.6080209385903808,0.1231142081408152,1.054535513700154,0.0054688464540555,0.0030403005526008,0.0079044561812993,1.7987842190775798,0.06,0.0027800669080182,0.0049793408994589,0.0197831780169113,0.4816075886915274,0.0410773800919179,0.0,0.0,0,4.104682752238538,-0.1253172477614628,0.1253172477614628
12.0,6.63,2.051605575399833,0.1031608158294119,1.3760717224776418,0.0143486798806044,0.0004612322543808,0.0020009851304587,31.109378485438015,0.485,0.0001083001404816,0.0046194172907885,0.0016555030144855,0.5181399831689739,0.0031950883256785,0.0,0.0,0,5.982660097029797,-0.6473399029702032,0.6473399029702032
13.0,0.0,3.1411710672487674,0.0711041136540863,1.739586096603258,0.1037718619239248,4.440892098500626e-16,0.0,103771815.83998118,0.005,6.87220610742223e-07,0.0083288403179162,0.286616673862794,0.2858440404777518,1.0027029857996963,1.0,0.0,1,0.0,0.0,0.0
14.0,4.33,3.4398004230769303,0.1793915835199251,1.5116516661303303,0.0014219056176956,0.0009058707129639,0.0020104019776665,1.569654507748376,0.51,0.0001836654887065,0.0040848051257786,0.0035730154161628,0.7086186605637148,0.005042225967177,0.0,0.0,0,3.643064134997683,-0.686935865002317,0.686935865002317
15.0,2.49,2.3501196674647944,0.0542934141540552,0.9942371079660428,0.0037853756401946,0.0023044985127916,0.0066864627624423,1.6426020570553472,0.165,0.0023941223477793,0.0045386080076093,0.0157460688318278,0.2917410818109043,0.0539727510438899,0.0,0.0,0,2.213169347759251,-0.2768306522407493,0.2768306522407493
16.0,1.79,0.7032448732268382,0.1158455513953484,0.784111854872512,0.0001098973219217,0.0001120778343483,0.0002486360015999,0.9805359108225182,0.5,2.2738104795573256e-05,0.0117202882791997,0.0003693605073568,0.7032257640149944,0.0005252374496672,0.0,0.0,0,1.8336497284339455,0.043649728433945434,0.043649728433945434
17.0,2.18,2.1121330785101016,0.2404487723382507,2.386283689743843,0.0005773883373891,0.0005539285015077,0.0018417816778728,1.042349858271737,0.505,0.0001143460287885,0.0792694958280851,0.0016003877985877,2.1207845480372183,0.0007546206423062,0.0,0.0,0,2.4033542385256967,0.22335423852569658,0.22335423852569658
18.0,5.18,0.997734331212569,0.1416890193578324,1.92223281179675,0.0002556951560769,0.0002413217674918,0.0006992136734588,1.0595567038056977,0.495,6.172483256439821e-05,0.0080984394130999,0.0007597435118426,0.8507720711265864,0.0008930047620669,0.0,0.0,0,4.9804661764434615,-0.19953382355653826,0.19953382355653826
19.0,3.09,1.5247383474665248,0.1863565274555936,1.9071984300340925,0.0020247448296071,0.0018489027668215,0.0046662051964354,1.0951055787440396,0.195,0.001043356767241,0.0450365639192972,0.008491704906345,1.532071005645503,0.005542631424726,0.0,0.0,0,2.7571147675453824,-0.33288523245461743,0.33288523245461743
20.0,0.0,1.409993376816133,0.0238080858822175,0.8192748297703552,0.044143021685858,0.0,0.0,44143021.685858026,0.01,0.0319369472936651,0.0066819467235139,0.1356704030480133,0.0754663618565418,1.7977599279021388,1.0,0.0,1,0.0,0.0,0.0
21.0,5.44,0.8608057349166786,0.2073527231964661,1.3367143193793996,0.0007711357785526,0.0002790389819905,0.0008525593141818,2.7635314948476792,0.465,5.94286138707778e-05,0.0146398414021234,0.0008112849048518,0.8936344359001506,0.0009078487481592,0.0,0.0,0,5.3710934831484165,-0.06890651685158389,0.06890651685158389
22.0,3.29,1.9256174180310908,0.1260973755357489,2.891147700464693,0.0006021784637947,0.0004627286872243,0.0012386592640063,1.301361205949016,0.52,8.235915360528923e-05,0.0210148383035213,0.0022696037174698,1.0193675943872884,0.0022264821127726,0.0,0.0,0,4.150248061859552,0.8602480618595516,0.8602480618595516
23.0,4.28,1.768141097320338,0.286797812526371,2.030675126745336,0.0005035191481083,0.0004013796458727,0.0011131753992135,1.2544679303445074,0.49,8.149117709186581e-05,0.0273989624628084,0.0020671170531973,1.7190169460411724,0.001202499519714,0.0,0.0,0,4.095850350762974,-0.18414964923702648,0.18414964923702648
