,importance,stddev,p_value,n,p99_high,p99_low
drift_score,0.8528995788875953,0.10763214552146087,2.9798318778413336e-05,5,1.0745156541506264,0.631283503624564
max_dev_tail_50,0.3004947905581473,0.07589490395251604,0.0004493864969906918,5,0.45676344677542635,0.14422613434086826
max_rolling_std_half,0.23859997317455126,0.09741522331930855,0.0027049594583996176,5,0.43917926441047916,0.03802068193862332
std_all,0.20816474500706103,0.05003351933698903,0.00037141824855874193,5,0.31118445285864893,0.10514503715547316
std_tail_50,0.18364586215721132,0.0544574150676491,0.0008283380475053359,5,0.2957744324629652,0.07151729185145747
crossing_rate,0.18248223833257599,0.05165684011923785,0.0006946665965755378,5,0.28884438611149177,0.07612009055366022
x_end,0.1426195772312237,0.025536756589144435,0.00011824613846990672,5,0.19520011200375703,0.09003904245869036
ringing_energy,0.11064006342359427,0.027868236000030508,0.00044472982588801774,5,0.16802114652761202,0.05325898031957652
mid_to_tail_ratio,0.070642577688949,0.03147432096040741,0.003695947066672935,5,0.13544863956777364,0.005836515810124357
max_slope,0.0411921046516067,0.01683832606754144,0.002716852986265189,5,0.07586245075507324,0.006521758548140161
