,importance,stddev,p_value,n,p99_high,p99_low
mid_to_tail_ratio,0.11433062589007932,0.015868244053033793,4.340835355428286e-05,5,0.1470035597177163,0.08165769206244233
max_rolling_std_half,0.06362216630828661,0.005786649857057399,8.122338838349981e-06,5,0.07553695834396837,0.05170737427260486
max_slope,0.05766417646820673,0.008639747369753524,5.8704652178755844e-05,5,0.07545353571652812,0.03987481721988534
ringing_energy,0.050913269350370285,0.007495839944164633,5.478857084521344e-05,5,0.06634730739892333,0.03547923130181724
std_all,0.03424628165392056,0.006153387314900247,0.00011987182641185142,5,0.04691619118415108,0.02157637212369004
max_dev_tail_50,0.027772137780971623,0.004186451760590012,6.012892429871776e-05,5,0.03639209981893893,0.019152175743004315
logic_decay_ratio,0.024575755649595785,0.003333645709104787,3.965071849890185e-05,5,0.03143977824052276,0.017711733058668803
drift_score,0.024137666494840438,0.0027535407999935697,1.9974133919606306e-05,5,0.02980724506000551,0.018468087929675366
x_end,0.021685582668888224,0.002837558508505202,3.438952410276271e-05,5,0.027528154857126882,0.015843010480649566
crossing_rate,0.02123800656988075,0.0035652103968536047,9.181690639583487e-05,5,0.02857882405344666,0.013897189086314841
logic_heavy_amp,0.018467533640707693,0.00538981878240562,0.0007799396496809306,5,0.02956524500889311,0.007369822272522277
logic_global_range,0.011299228004417575,0.002610959249567346,0.0003190679846894288,5,0.016675229186568597,0.005923226822266553
logic_amp_tail_med,0.011090944251982676,0.0015979586729303553,5.030875900247444e-05,5,0.014381163245682251,0.007800725258283101
std_tail_50,0.009863528696936293,0.0035511196236528877,0.001709822205457563,5,0.017175333083726742,0.0025517243101458448
