,importance,stddev,p_value,n,p99_high,p99_low
crossing_rate,0.5969233159058904,0.07071603772669033,2.320039139972485e-05,5,0.7425286149846563,0.4513180168271246
ringing_energy,0.2585287674193869,0.0466068317832425,0.00012143818615430752,5,0.3544928782359555,0.16256465660281832
max_dev_tail_50,0.25271014942571857,0.0669107348943265,0.0005384327963001974,5,0.3904802773777729,0.11494002147366425
x_end,0.22938876084771867,0.03768735329838075,8.437316574578878e-05,5,0.30698754218366314,0.1517899795117742
std_tail_50,0.14786038460190107,0.038379924875561584,0.0004990559563702862,5,0.22688518038761735,0.0688355888161848
std_all,0.1455975292326904,0.02950317699791204,0.0001917034837550499,5,0.20634497844863225,0.08485008001674854
drift_score,0.12198254154927643,0.019761659654103845,7.984310981295041e-05,5,0.16267207191223898,0.08129301118631388
mid_to_tail_ratio,0.10223007344455899,0.020451726515758037,0.0001823725310038515,5,0.14434046101340514,0.06011968587571285
max_rolling_std_half,0.08668618944682352,0.030888165813165575,0.0016458370107787432,5,0.15028534977595212,0.02308702911769492
max_slope,0.08296162140630264,0.01744458344005738,0.0002213787630856426,5,0.11888025981914688,0.04704298299345842
