wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,logic_heavy_amp,logic_global_range,logic_noise_energy,logic_heavy_crossing,logic_flag_continuous,logic_flag_glitch,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,2.81,3.393243283598515,0.2011412684853426,4.235342501250177,0.0004127556209972,0.0003791923820353,0.0012748175360535,1.0885095588475184,0.51,9.49348793611282e-05,0.0737394777340276,0.001073697197838,0.8177975884880926,0.0003074920773804,0.0033333333333333,0.0,0.0,0,2.8130002176898663,0.003000217689866247,0.003000217689866247
2.0,5.07,2.5098858204462484,0.4649783568205758,8.729274902030369,0.0137793266037063,0.0004262242236831,0.0016631231114248,32.328745081381214,0.525,5.630526972844496e-05,0.1064433000886906,0.0045785362961963,2.52131230653886,0.0042631822022198,0.0266666666666666,0.0,0.0,0,5.035715733733635,-0.03428426626636494,0.03428426626636494
3.0,4.58,2.527524809210066,0.1346182465705077,1.8823156144081952,0.0093889688089584,0.0006381435666938,0.0016899069565079,14.712918199087948,0.465,0.0001548123538834,0.0346302288006352,0.0034072754300966,0.491171670897653,0.0027311563392985,0.0166666666666666,0.0,0.0,0,4.440471751109932,-0.13952824889006799,0.13952824889006799
4.0,4.04,0.6384068718702304,0.0183756016642641,0.3197166045824563,0.0023141539437146,0.0007984313682158,0.0030080209367346,2.898371904543148,0.44,0.0006870814592697,0.0122893133023437,0.0014493924020662,0.0663698812525436,0.0006056758882857,0.0133333333333333,0.0,0.0,0,4.08459236393766,0.044592363937660195,0.044592363937660195
5.0,1.94,2.302317637520934,0.0643637118698121,1.4506808208049495,0.0035862734608165,0.004112565929512,0.0105914324113958,0.872027986968727,0.48,0.0007889563292057,0.0145842947665353,0.0068794439001718,0.2654454865024545,0.001008237895349,0.0033333333333333,0.0,0.0,0,2.5073763136033302,0.5673763136033303,0.5673763136033303
6.0,1.98,2.788944450257272,0.0544266275693309,1.3697581806293375,0.0071278100292044,0.0003601069541945,0.0012785821264795,19.793536760795504,0.51,0.0005987140911519,0.0261442425436255,0.0025752409875647,0.2227375140822407,0.0018170306671002,0.0066666666666666,0.0,0.0,0,2.2229521035354862,0.24295210353548624,0.24295210353548624
7.0,0.0,3.4805124794169204,0.1463004081682627,5.036499866183878,0.2047573157712906,4.440892098500626e-16,0.0,204757224.84081644,0.005,0.0,0.0275083710141297,0.2835350145351905,0.2888007633837635,0.0149793590478233,0.0066666666666666,1.0,0.0,1,0.0,0.0,0.0
8.0,5.22,1.931546231100387,0.1213951091107532,3.243661353675624,0.0045191572583636,0.0003273582637836,0.0008339676578434,13.804885819116702,0.48,7.033466508194364e-05,0.0155550717158088,0.0016135289984935,0.5869279480370491,0.0011859142057508,0.0133333333333333,0.0,0.0,0,5.151387644089099,-0.06861235591090065,0.06861235591090065
9.0,2.5,1.77714379847822,0.2288820100406985,2.374222215026468,0.0051090024423017,0.0003431329553849,0.0011157447588379,14.88923600280439,0.48,6.624617045923653e-05,0.0523599154294633,0.0030886231476876,1.7802804055648225,0.0014167370444903,0.0233333333333333,0.0,0.0,0,2.6071551222603584,0.10715512226035839,0.10715512226035839
10.0,6.37,1.2745838199133637,0.3463006076834334,4.124540390634389,0.0094699269736323,0.0029057118763655,0.0074510035171093,3.2590718273159887,0.555,0.0007553895796035,0.0305712595839801,0.0027427005904603,1.371716011448233,0.0016083016874006,0.0066666666666666,0.0,0.0,0,6.158753451965621,-0.2112465480343788,0.2112465480343788
11.0,4.25,2.610333474556369,0.1231448775196493,1.494665639612999,0.0077592301672182,0.0003146371905217,0.001285298371989,24.66080215612877,0.495,6.561380493321334e-05,0.032282721740962,0.0024091893726492,0.4503916146840168,0.0008130596055326,0.0033333333333333,0.0,0.0,0,4.082554355131057,-0.16744564486894298,0.16744564486894298
12.0,6.63,2.051605575399833,0.1032522450596028,2.896001512077966,0.0143486798806044,0.0046018499125172,0.0228631107743231,3.118023628617638,0.475,0.0032467155884657,0.0554180498288716,0.0061790050208658,0.4861819677662706,0.0039954567755309,0.0066666666666666,0.0,0.0,0,6.149297315511781,-0.48070268448821896,0.48070268448821896
13.0,0.0,3.1411710672487674,0.0711041136540863,1.739586096603258,0.1037718619239248,4.440892098500626e-16,0.0,103771815.83998118,0.005,6.87220610742223e-07,0.0083288403179162,0.1866705900478198,0.1874090107533721,0.0044741242791365,0.0066666666666666,1.0,0.0,1,0.0,0.0,0.0
14.0,4.33,3.4398004230769303,0.1794374174680463,2.369751617183272,0.0091051033551634,0.0009058707129639,0.0020104019776665,10.051206175068602,0.51,0.0001836654887064,0.032564144484497,0.0052208770280239,0.6630432726502447,0.0024106453014975,0.0066666666666666,0.0,0.0,0,4.297207648373466,-0.03279235162653382,0.03279235162653382
15.0,2.49,2.3504431251866844,0.0542668634014725,1.7148329230936952,0.0065012489949843,0.0003257677811942,0.0012855220073597,19.956636026172447,0.56,7.49112668515295e-05,0.0266547891186692,0.0023722398595311,0.2176333838813753,0.0016871642115922,0.0133333333333333,0.0,0.0,0,2.523387967577582,0.03338796757758189,0.03338796757758189
