wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,logic_heavy_amp,logic_global_range,logic_noise_energy,logic_crossing_rate,logic_per_score,logic_flag_continuous,logic_flag_glitch,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,3.0700000000000003,0.7033172712717187,0.1484036786954574,1.1791274323754546,0.000126625919589,0.000114535102714,0.0003252678130571,1.1055546381316756,0.505,2.8203295183422126e-05,0.0199824442909299,0.0003293907777874,0.7150070063052806,9.47137240105008e-05,0.0033333333333333,0.5922755257732395,0.0,0.0,0,3.1452450388547595,0.0752450388547592,0.0752450388547592
2.0,2.58,2.8975708032614405,0.379962809266487,3.955457515343419,0.0005454489199692,0.0004920601790433,0.0019200144208304,1.1084981770553215,0.48,6.427915984084986e-05,0.125346757754414,0.0009756054570342,2.9023245218082105,0.0003610454005781,0.0033333333333333,0.7674471714802903,0.0,0.0,0,2.9189373273014465,0.33893732730144643,0.33893732730144643
3.0,3.29,1.6537912677815712,0.0376599412581583,0.4870240723094214,0.0004375662687905,0.0004175453607195,0.0011057273732197,1.0479465514595914,0.46,0.0001012956700026,0.0016474370309236,0.0010217043863391,0.1419875195029554,0.0003268035322126,0.0033333333333333,0.8152901657664544,0.0,0.0,0,3.226748210588524,-0.06325178941147591,0.06325178941147591
4.0,9.05,2.9206193027530065,0.1265828913174992,4.559509065820066,0.1168435151993534,0.0,0.0,116843515.1993534,0.01,0.0009624052358377,0.026218407637613,0.1688620649064325,0.3047755256498505,0.0080558487249348,0.0066666666666666,0.9787142194101623,0.0,0.0,0,8.981223433234076,-0.06877656676592458,0.06877656676592458
5.0,7.11,3.0244216957082504,0.2901066556851526,4.264669946509142,0.0479024550797709,0.0037724578412634,0.0098142198827679,12.697939751074442,0.15,0.0031448577015241,0.013861100725645,0.0130302443787924,1.345874964998059,0.002114899852044,0.01,0.8664221316133083,0.0,0.0,0,7.011324352654611,-0.09867564734538892,0.09867564734538892
6.0,2.6,3.0200533500742366,0.5080716741060728,4.289529833940348,0.0056595612237301,0.0036741667172479,0.0092624195981851,1.540365508401263,0.19,0.0029009512068998,0.0441865271645705,0.0049511759210174,3.021066716909364,0.0029219563268959,0.0266666666666666,0.942423045360399,0.0,0.0,0,2.5817580421071464,-0.018241957892853655,0.018241957892853655
7.0,5.21,3.242968112179895,1.0960683877061743,5.871064009641,0.0057128019452882,0.0056797072120426,0.0131776431184604,1.005826660808988,0.125,0.0040141144866427,0.0376656271271389,0.0079466881617413,3.846687502395914,0.0035032188159409,0.01,0.975520138858738,0.0,0.0,0,5.1361560398048045,-0.07384396019519546,0.07384396019519546
8.0,5.41,1.2234871960956335,0.2869078664618958,3.313816202213345,0.0031199560483403,0.0009928404679686,0.0027359987992985,3.14245138725295,0.205,0.0005084470806435,0.0330023747180149,0.0019142908976343,1.262202486518323,0.0008890526715366,0.0166666666666666,0.8789004927197515,0.0,0.0,0,5.35037938560694,-0.05962061439305977,0.05962061439305977
9.0,2.63,2.707965187658887,0.0606986362726289,0.6256292222720914,0.0004122382130879,0.0004507312385129,0.0014730950374111,0.9145966892629108,0.495,8.505437244235914e-05,0.0017183599882288,0.0009613448878273,0.2405713352350131,0.0003300537263134,0.0033333333333333,0.7321194470935044,0.0,0.0,0,2.8569993736400425,0.22699937364004263,0.22699937364004263
10.0,2.53,2.897601724201098,0.123299918796935,1.3897078070262858,0.0008454436346611,0.0007525204701391,0.0019638490670388,1.1234810808851308,0.555,0.0001445114542257,0.0028817098629678,0.0017702330451845,0.5026455986982956,0.0005953939459693,0.0033333333333333,0.611691910354427,0.0,0.0,0,2.515256107237829,-0.014743892762170585,0.014743892762170585
11.0,0.0,1.749525543514102,0.031530639162953,1.3895483787854237,0.0414368672753304,0.0488868291502071,0.138554642330686,0.8476079784271898,0.01,0.0239260413849051,0.008198665598768,0.0370137687599991,0.0385341694969889,0.0089528021100979,0.0133333333333333,0.9443606552189427,1.0,0.0,1,0.0,0.0,0.0
12.0,8.92,2.6531074792495954,0.0445696209651885,1.4911427605324905,0.0728231845150729,4.440892098500626e-16,0.0,72823152.17509684,0.01,0.0,0.0099135285526581,0.1016662153683829,0.1016662153683829,0.0052453992166924,0.0066666666666666,0.9752709796525496,0.0,0.0,0,8.486435245324246,-0.4335647546757535,0.4335647546757535
13.0,2.68,3.31382000980844,0.1110393725035742,1.8918172920889849,0.0054554103782906,0.0053714003625307,0.0127821843411779,1.0156400555627587,0.15,0.0034308681593726,0.0077591114870689,0.0144652175229462,0.4531941290265027,0.0035188610772937,0.01,0.9014567146323954,0.0,0.0,0,2.760018170530508,0.08001817053050786,0.08001817053050786
14.0,4.42,1.2903040722486545,0.3136273628265263,1.5482547225298129,0.0002492877284405,0.0002084444045364,0.0006028944676983,1.1959377516379863,0.515,4.057266165149675e-05,0.0160547295881806,0.0004117221610249,1.2999213659662032,0.0001778455718794,0.0033333333333333,0.7168503724758345,0.0,0.0,0,4.180137795729024,-0.2398622042709757,0.2398622042709757
15.0,2.72,0.8636630915601397,0.0447052297610363,0.5219305899029282,0.0014163287537805,0.0006531822940495,0.0016332667929152,2.168348098739262,0.205,0.0008344534748646,0.0014626032761431,0.0024588586218725,0.1816636074688432,0.0007152798967993,0.02,0.9286286936754288,0.0,0.0,0,2.860215106411644,0.14021510641164392,0.14021510641164392
16.0,6.5,3.256455410122795,0.3043316480484345,5.094096969321511,0.0452026119877317,0.0038443351488651,0.0108582330606727,11.758236074406502,0.14,0.001563561411947,0.0173687166739524,0.0082481666030478,1.434707418579439,0.0037774363339541,0.02,0.9562103560610778,0.0,0.0,0,6.511669886335199,0.011669886335199386,0.011669886335199386
17.0,4.16,1.8437173483405336,0.2002067558175008,4.666385899507653,0.0036296254339296,0.002070735783656,0.0046941248920535,1.752818350732778,0.16,0.0016288897174123,0.0252766135793058,0.007203849325617,1.007380415663559,0.0017576710237943,0.0033333333333333,0.9119218648277406,0.0,0.0,0,4.506631654072906,0.3466316540729055,0.3466316540729055
18.0,0.0,0.5762424716549919,0.0187983314120731,1.1115143719772207,0.0261633958303375,0.0266420182753527,0.0795316146760087,0.9820350161874564,0.02,0.0127889238527621,0.0050679303964012,0.0215673134605577,0.0252875318828234,0.0068994723342204,0.02,0.9474377049296552,1.0,0.0,1,0.0,0.0,0.0
19.0,4.33,2.7420782410143096,0.1902656253246011,3.285625670390136,0.0007023928396547,0.0006698729360013,0.0015688154043429,1.0485448110543367,0.515,0.0001408659292661,0.016913364920295,0.0013814198446073,1.011036866415755,0.0005266957929988,0.0033333333333333,0.6247018159762581,0.0,0.0,0,4.5022962516489855,0.17229625164898543,0.17229625164898543
20.0,2.47,0.7099213614031074,0.0870192511778851,0.7427656600116953,0.0001207304417106,9.528911087848984e-05,0.0002614363308837,1.2669776600906717,0.405,2.194938946228131e-05,0.0210149711295329,0.0001840788279728,0.7114824219976897,8.394788054425543e-05,0.0033333333333333,0.8219793558018184,0.0,0.0,0,2.445769791222911,-0.024230208777089146,0.024230208777089146
21.0,9.09,1.6875186489257006,0.0574082587611876,2.573055551031942,0.0686703933135664,2.220446049250313e-16,0.0,68670378.06567945,0.01,0.001183430479708,0.0098165954081792,0.091848183423268,0.091848183423268,0.005232662149238,0.0066666666666666,0.9727709640291372,0.0,0.0,0,9.126891074698149,0.036891074698148785,0.036891074698148785
22.0,1.93,2.9985723036258376,0.0699192795764928,1.2418983991307235,0.0009377125728438,0.0007205613184694,0.0019288407592807,1.3013622122728494,0.52,0.000128249710788,0.0037983979201414,0.001427595920457,0.2862456401158595,0.0006807737738807,0.0033333333333333,0.7750680223538429,0.0,0.0,0,1.9445494470103877,0.01454944701038774,0.01454944701038774
23.0,2.52,1.6497537897002916,0.2423594424372202,1.9414975683691127,0.0004698056190409,0.0003745049492321,0.0010386418460814,1.2544677060651994,0.49,7.603486986310415e-05,0.0318977053774603,0.0008591349691091,1.6492785482495007,0.000345329191132,0.0033333333333333,0.7823145019717908,0.0,0.0,0,2.543584357705957,0.023584357705956904,0.023584357705956904
24.0,3.93,0.7977897229325813,0.1449485972851749,0.9759541935559716,0.0013193565685649,0.0008390597342387,0.0018722654305229,1.5724208209576236,0.1,0.0005190864963386,0.012333282481092,0.0022223807131472,0.7984781623790849,0.0007793062798134,0.0166666666666666,0.8710348575685622,0.0,0.0,0,3.7728720323588174,-0.15712796764118275,0.15712796764118275
