wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,settling_trend,mid_to_tail_ratio,stability_ratio,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
2.42,3.051400280832269,0.3970928881633145,6.887977227652218,0.0027427365838477,0.0025647088387739,0.0063234565270673,0.9478709936627344,1.069413990769008,0.0064587125802676,0.1021912574167926,1.0,2.4315948,0.011594848632812571,0.011594848632812571
4.53,1.0540639083117511,0.1476915660923141,7.290153574196626,0.0028339847199156,0.002509832177526,0.00978467156224,0.993401878713748,1.129152624681269,0.0169937405834232,0.063971232339019,2.0,4.4453087,-0.08469131469726587,0.08469131469726587
4.33,1.8012091491623776,0.2977183709769537,7.284989511985778,0.0026901259461614,0.0024803790566157,0.0064822171374845,0.8912330152572538,1.0845619964514253,0.0083312932290512,0.0555919963617363,3.0,3.316065,-1.0139349269866944,1.0139349269866944
2.49,1.329861871263366,0.1620458755532973,5.982202942295624,0.0029112782087536,0.0017655298330252,0.0048398786560792,1.304956790876622,1.6489534786345683,0.0108952468929044,0.0491814736448094,4.0,2.5046766,0.014676580429076935,0.014676580429076935
4.49,1.2251790171585666,0.1646228085513946,7.667161144916101,0.0025643121235251,0.0025080013893861,0.0075641516590223,0.9459066076754548,1.0224520257146985,0.0152348352954283,0.0612641370189777,5.0,4.4826503,-0.007349720001220916,0.007349720001220916
6.5600000000000005,1.465410598769967,0.2453775051145261,9.117079079308123,0.0204636189887609,0.0022353902153043,0.0060427961341082,1.108569408547784,9.154379264201603,0.0091100046239,0.0667789315948773,6.0,6.322975,-0.23702484130859425,0.23702484130859425
2.67,2.9379207276328745,0.4357224223527473,7.510412480632415,0.0026771093527229,0.0021221406766893,0.0056238606078991,1.0987972949605684,1.2615130187252104,0.0048703958367809,0.0838615864709184,7.0,2.705737,0.03573711395263679,0.03573711395263679
2.58,2.77755170413031,0.4024120327246743,7.22469111011028,0.0025453910024586,0.0020662024081399,0.0055628537843501,1.062239374771895,1.2319169508824217,0.0051345442854068,0.0934474829255565,8.0,2.702022,0.1220220756530761,0.1220220756530761
4.12,2.5823837221926498,0.3972852317276418,8.035210721716748,0.0027228667341962,0.0026119958524836,0.0071820753936342,0.9913622240662338,1.0424464070878054,0.0065746109779879,0.0655521067603568,9.0,4.1074,-0.01260005950927745,0.01260005950927745
6.53,1.3596804468416113,0.2273377932379888,9.241642638984882,0.0195942650012897,0.0024787498056025,0.008830710509841,1.0384439140526642,7.904895061254964,0.0109033775660184,0.0595423518521368,10.0,6.3303285,-0.1996715354919436,0.1996715354919436
