,importance,stddev,p_value,n,p99_high,p99_low
max_rolling_std_half,0.07770037123541376,0.012163813090765134,6.977636587142695e-05,5,0.10274583051106254,0.05265491195976499
x_end,0.023291367872918224,0.003215357076836327,4.2497408123825435e-05,5,0.029911832535081805,0.016670903210754644
ringing_energy,0.0209918045859947,0.007080550320953968,0.0013430201874613957,5,0.03557075556044441,0.006412853611544995
mid_to_tail_ratio,0.0108744549573555,0.0017612413167916823,7.976048816459375e-05,5,0.014500875171571519,0.007248034743139483
std_all,0.010702408864465551,0.0019249062140087364,0.0001203344645152827,5,0.014665817364140757,0.006739000364790345
crossing_rate,0.009159243949597185,0.008486024593590581,0.03663982374290422,5,0.02663208587712451,-0.008313597977930144
max_slope,0.009016530102427539,0.0015665876339467162,0.00010508988830449113,5,0.012242155693265963,0.005790904511589114
drift_score,0.007397988030714814,0.0014481233133427907,0.00016752553121006033,5,0.010379693948078842,0.004416282113350786
std_tail_50,0.0042818719639657,0.0010948009103463612,0.0004710307983568806,5,0.006536082170125504,0.0020276617578058966
max_dev_tail_50,0.0023897247799372244,0.00040349026007544913,9.392727370026277e-05,5,0.0032205168022606226,0.0015589327576138261
