,importance,stddev,p_value,n,p99_high,p99_low
max_rolling_std_half,0.16350384037606416,0.05377424201930193,0.0012223363061886804,5,0.2742257479328162,0.05278193281931212
drift_score,0.14621389617517583,0.025170086993647922,0.00010134388696778238,5,0.19803945318266947,0.09438833916768219
std_tail_50,0.14057824429443086,0.06076455883930907,0.0033188401529130503,5,0.26569331080002356,0.015463177788838156
std_all,0.12177061337336896,0.03188162557307182,0.0005158063695145339,5,0.1874153210792176,0.05612590566752031
mid_to_tail_ratio,0.08497217116281389,0.03333487226089063,0.0023411036151472224,5,0.15360913388488523,0.01633520844074253
max_dev_tail_50,0.07139955802366123,0.03745047399432903,0.006510828882193856,5,0.1485106015985433,-0.005711485551220821
crossing_rate,0.052962570514157335,0.017103393587733627,0.001141658821515427,5,0.08817869430532205,0.017746446722992616
ringing_energy,0.04177480467379082,0.023271449263140707,0.007971867656349621,5,0.08969104035220792,-0.006141431004626274
max_slope,0.04086095456540577,0.011699855883702473,0.0007254793374947557,5,0.06495111953914245,0.016770789591669086
x_end,0.04044075143702317,0.029659505733467536,0.01903495678176456,5,0.10151008368016654,-0.020628580806120185
