wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50_smooth,max_dev_tail_50,noise_floor,stability_ratio_smooth,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
2.54,2.433642559453729,0.3709072264293884,12.231704746782256,0.0106953767311799,0.0027716492637313,0.0277588310611669,0.0088631581869516,0.0074726213423785,0.0784355484014796,1.0,2.6426966,0.10269661903381344,0.10269661903381344
7.97,1.2556898695652865,0.1605670199304711,11.461121974227735,0.0145023845065407,0.004637440949508,0.0308284128520093,0.0107171812213194,0.0288816527991517,0.0438651864915946,2.0,7.8076496,-0.16235038757324194,0.16235038757324194
6.28,3.0039240290462312,0.7251416960919296,13.162127986315587,0.7501316163278302,0.0038213930779631,0.0337183462759491,0.0089932943587979,0.0052698570407525,0.0444114406461029,3.0,5.7224836,-0.5575163650512698,0.5575163650512698
0.0,2.96016138779354,0.0761544575562813,24.861661214607917,0.1387655768466641,0.0461140693746717,0.8978447532803608,0.1223936415091359,0.60553341523125,1.003977502751738,4.0,0.003961043,0.00396104296669364,0.00396104296669364
9.13,2.8773436391574045,0.0690417834924245,11.7488025797992,0.0242871883143243,0.0061907527833016,0.0352618083931477,0.0177506710101785,0.0896667551224849,0.045348080986487,5.0,9.049016,-0.08098400115966875,0.08098400115966875
3.3200000000000003,2.2994881253223967,0.1411281751686284,11.095092072593548,0.0110916763410281,0.0040585576280043,0.0325683102328318,0.0106084154086736,0.0287579542100432,0.0411442912216712,6.0,3.454043,0.13404291152954073,0.13404291152954073
2.39,2.70252275169496,0.3957781930002746,12.45070424851144,0.0111050932056693,0.0037696251345181,0.0282864700243128,0.0086959613226529,0.0095245902671321,0.0774277042111264,7.0,2.4535613,0.06356130599975574,0.06356130599975574
6.99,1.1995551843275178,0.1537395854322626,11.18372698470794,0.013433591274438,0.0051453483507979,0.030117728821404,0.0114498063645428,0.0334679471319182,0.0409554506792078,8.0,7.005686,0.01568580627441385,0.01568580627441385
4.89,1.252206160244148,0.7501656786279208,12.794453818463644,0.0104073260115353,0.0028729743607486,0.0362274831843045,0.010389703125869,0.0038297864575378,0.0446782315904654,9.0,4.2904963,-0.5995036506652829,0.5995036506652829
0.0,2.541020419853926,0.0802106718411985,26.50019430986658,0.1300509516589009,0.0020524222753777,0.0250434443593405,0.0647875986012126,0.0255878950104454,1.1073917589248143,10.0,0.018425321,0.018425321206450462,0.018425321206450462
9.35,3.144495682475819,0.1188863984910034,11.093408295892283,0.041587651485668,0.0097805780817648,0.0406886516084514,0.0262193772171732,0.082268267216764,0.037893387371668,11.0,9.329974,-0.020025825500487926,0.020025825500487926
4.74,2.884012043897193,0.1779248860586271,12.170787185601004,0.0112861469757948,0.0031933296035316,0.0247059699235161,0.0100448898335786,0.0179476275428484,0.0423941479971876,12.0,4.6107583,-0.12924169540405295,0.12924169540405295
4.05,2.704554451796519,0.3899893818857513,12.66989215838032,0.0111102900625811,0.0027319347800264,0.0292618359249936,0.0093217037035135,0.007005151678262,0.074626534666268,13.0,4.0150294,-0.034970569610595525,0.034970569610595525
8.13,2.0953364432824744,0.2654870071287801,11.469914275019017,0.018146477349192,0.0027641027351307,0.0275560155325633,0.0099943252555794,0.0104114425583868,0.0443837371838578,14.0,6.732174,-1.3978260803222664,1.3978260803222664
3.7,1.362156548451831,0.724458612969391,12.87122338307341,0.011522529334493,0.0039971987762334,0.0275293019875877,0.0099064951544693,0.0055174977550923,0.0412240452844487,15.0,3.742999,0.04299907684326154,0.04299907684326154
0.0,1.5365792788385972,0.0739481590415849,22.28946252122831,0.1433259320794278,0.0470173461808987,0.9955438868566168,0.0983750541594974,0.6358149567813235,1.1656951774714024,16.0,0.0010522628,0.0010522628435865045,0.0010522628435865045
9.31,2.1095171881343684,0.0881403206705423,11.528313000620225,0.0296332528711967,0.0061706475079757,0.0334472058193742,0.0199679581953381,0.0700093599730764,0.0453303608706603,17.0,9.301842,-0.008158264160156747,0.008158264160156747
3.39,1.422741734205956,0.0906594912785612,11.05518131040743,0.0112288497309045,0.0031801392928004,0.0329394852464792,0.0097261342667615,0.0350778414137719,0.042536009250248,18.0,3.487018,0.0970181083679198,0.0970181083679198
4.5,2.192372792923209,0.3865448505353299,12.105070658095933,0.0141555817347854,0.0039637176386367,0.0345172181153827,0.009885431625183,0.0102542243749804,0.0706146509069352,19.0,4.7039495,0.2039494514465332,0.2039494514465332
8.53,2.33389333701828,0.2938041470761982,11.26053707746835,0.0205342558111975,0.0050107062546591,0.0242336320857066,0.0112657917007859,0.0170545796833324,0.0387859501321639,20.0,8.516566,-0.013433723449706392,0.013433723449706392
