,importance,stddev,p_value,n,p99_high,p99_low
mid_to_tail_ratio,0.11054155845056073,0.01435805677669438,3.3400649496233074e-05,5,0.1401049958032085,0.08097812109791294
ringing_energy,0.06540905146769067,0.012668128297017113,0.00016071830863866618,5,0.09149290272338917,0.03932520021199218
std_all,0.06390454523372147,0.007618446475089013,2.3786721175597768e-05,5,0.07959103182405015,0.04821805864339278
max_slope,0.05782326782897538,0.008428674687753372,5.267484699163144e-05,5,0.07517802550772396,0.0404685101502268
logic_amp_tail,0.04179295566998323,0.008436165758236242,0.00018884951442809877,5,0.05916313756639363,0.024422773773572822
max_rolling_std_half,0.03980479734602636,0.005603459699958466,4.590664460990014e-05,5,0.05134239831628437,0.028267196375768355
logic_amp_head,0.03203303093125763,0.006168269973453709,0.00015713427488734207,5,0.044733584061149925,0.019332477801365336
crossing_rate,0.028853723463763963,0.0056112716324079725,0.00016331663285687212,5,0.04040740931090788,0.017300037616620044
std_tail_50,0.024798206047507924,0.0031640109780352844,3.1123166195635094e-05,5,0.031312948382561656,0.018283463712454196
logic_activity_ratio,0.02398437471758474,0.007030233040925468,0.0007927998304610847,5,0.03845972171699705,0.009509027718172433
drift_score,0.021446426205359113,0.002219563416965802,1.3572343293535436e-05,5,0.02601653795851826,0.016876314452199965
x_end,0.02122569461362268,0.001185407542364076,1.1625199929055102e-06,5,0.023666465127423698,0.018784924099821663
max_dev_tail_50,0.019021152841148137,0.0037474669533610365,0.00017180532932443561,5,0.02673723909361616,0.011305066588680114
