,importance,stddev,p_value,n,p99_high,p99_low
logic_baseline_diff,0.16506755973812465,0.002180900159066756,3.655749120502266e-09,5,0.16955806330888665,0.16057705616736265
ringing_energy,0.14565514355084716,0.0041387455512970905,7.814216990895826e-08,5,0.15417687784451045,0.13713340925718387
max_slope,0.09704584805977519,0.0016400051450489836,9.78337942364025e-09,5,0.10042264132071102,0.09366905479883936
max_rolling_std_half,0.09153015644951258,0.0011768865493632667,3.2791938981736217e-09,5,0.09395338212095229,0.08910693077807287
x_end,0.06287916756157005,0.001061164754151569,9.730171076181548e-09,5,0.06506412045722369,0.06069421466591641
logic_noise_energy,0.05244607166480886,0.0013058882233586493,4.608870277044308e-08,5,0.05513491356599768,0.049757229763620035
logic_global_range,0.046196299748240056,0.0009519602770365214,2.1626285762507466e-08,5,0.04815639911614754,0.044236200380332574
std_all,0.043168552715932076,0.0008299149162166817,1.6384439264898593e-08,5,0.044877358999065364,0.04145974643279879
mid_to_tail_ratio,0.03551859635729407,0.0007044211014761675,1.8554949233370603e-08,5,0.03696900914136779,0.03406818357322035
logic_heavy_amp,0.023669393222782813,0.0007206060973354955,1.0296460359528456e-07,5,0.025153131137031305,0.02218565530853432
std_tail_50,0.02136325905594178,0.0005822701952053411,6.615755024573581e-08,5,0.022562161435698926,0.020164356676184637
max_dev_tail_50,0.012068008191661553,0.0006558555190279708,1.0427092356861464e-06,5,0.013418423770226751,0.010717592613096355
drift_score,0.011726626138190758,0.0003345417113002393,7.939970585946645e-08,5,0.012415452145615782,0.011037800130765734
crossing_rate,0.007767646256851768,0.0003809597310167867,6.920671154539305e-07,5,0.008552047608438376,0.00698324490526516
logic_per_score,0.007144274975198012,0.000264827136398602,2.2615348694310955e-07,5,0.007689557709342741,0.006598992241053282
logic_crossing_rate,0.0041591604402718045,0.0001667878230474263,3.0966012966589895e-07,5,0.004502578873179151,0.003815742007364458
