wave_id,wait_time_ms,x_end,std_all,ringing_energy_mid,max_rolling_std_half,std_tail_50,max_dev_tail_50,tail_mad,tail_range,tail_slope_mean,tail_slope_abs_mean,tail_slope_abs_p95,crossing_rate,drift_score,max_slope,max_abs_slope,mid_to_tail_ratio,tail_target,tail_scale,late1_energy,late1_max_dev,late2_energy,late2_max_dev,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,0.0,3.393243283598515,160.38902810791583,2403.076449242667,0.3291292403410845,0.3023660836911255,1.0165330424842751,0.2045240015181644,0.9999992026049618,-0.0008611872604111,0.3421509904263104,0.7723696651665055,0.51,0.0757005916733902,58.79948583404626,61.97827594698092,1.0885124258472911,3.39369889920769,0.0012540827166866,75.82542858260564,0.8782269685823187,53.81048486780015,0.7602511880739947,1,0.0,0.0,0.0
2.0,0.0,2.5098858204462484,28.869291953993077,78.38889993171512,0.8555224061865825,0.0264631490280745,0.1032589709926716,0.0253147499756379,0.999999937912603,-0.0012037128291214,0.2478962316862784,1.4308554298393297,0.525,0.0034958471646997,6.608786541849042,6.608786541849042,32.328819708876935,2.510329326210283,0.0161063294760497,109.26488624999642,2.527571788484289,5.015815608030288,0.4815463094918153,1,0.0,0.0,0.0
3.0,0.0,2.527524809210066,22.28511897126244,47.76315581843481,1.5542788013920723,0.1056402506109664,0.279752400105872,0.0823528651810767,0.999999834456976,0.0017587575481034,0.2954235896120292,1.2841856038703294,0.465,0.0256281136651707,5.7327946878285125,5.7327946878285125,14.712941115626084,2.527226645896368,0.0060407227109258,175.96738884537115,4.7930163311927,16.97228240154945,0.2535258875153762,1,0.0,0.0,0.0
4.0,0.0,0.6384068718702304,3.0067239132145884,6.275964985741722,0.3786554654674601,0.1306440317839419,0.4921900597964725,0.0156493711274023,0.9999998363741284,-1.5442780398209798e-05,0.1725164650828663,0.804830103871122,0.44,0.1124243054272455,2.0108496504363407,2.0108496504363407,2.898375512440569,0.6383263515369779,0.0061115018165716,2.9798476127838365,0.0502289078845965,33.7355456383946,1.1488558737047243,1,0.0,0.0,0.0
5.0,0.0,2.302317637520934,7.300091525997898,70.96656943790367,0.4067528696010037,0.4664446288129599,1.2012735709059374,0.0265872294154143,0.999999886580642,9.057624047132517e-05,0.2002960383096495,1.0567150287937268,0.48,0.0894829282821227,1.6541414959595435,1.6541414959595435,0.8720281971390857,2.302518877254695,0.0088168352876811,7.348780580166586,0.0835770674413641,38.44392523967791,1.3543099889637833,1,0.0,0.0,0.0
6.0,0.0,2.788944450257272,3.245778783693917,10.289650981591036,0.4250730864689683,0.0214752881812559,0.0762493456727816,0.02388818168928,0.9999999403641432,0.0001000934885135,0.2279018658513707,1.1739003552320328,0.51,0.0357048301786511,1.5591344081672431,1.908189135609207,19.79359080482051,2.788590246582496,0.0167684330789823,6.790846108568136,0.0689316360810839,44.11178652962846,1.3552802193434754,1,0.0,0.0,0.0
7.0,8.950000000000001,3.4805124794169204,0.5359399070793496,9.1872907705292,0.7500841464643853,0.0,0.0,0.0,0.9999999963367168,-0.0100636740286329,0.0100636740286329,0.1007709683780111,0.005,0.0,0.1007709683780304,0.1007709683780304,750084146.4643853,3.4805124794169204,0.272979126390493,4.609968073664038,2.304984036832019,0.0,0.0,0,9.481474598935181,0.5314745989351799,0.5314745989351799
8.0,0.0,1.931546231100387,13.54938385671267,97.16387164748964,0.5044008514919138,0.0365377386878511,0.0930823984835824,0.033261729533417,0.9999998883860856,-0.0023045637261608,0.2012563197582224,1.088553988604849,0.48,0.0078503276005858,1.736162512147853,1.827117914446628,13.804927611863947,1.931532773200931,0.0089594550457161,45.74570007424368,1.2870871298064208,8.821677589152628,1.512117281226654,1,0.0,0.0,0.0
9.0,0.0,1.77714379847822,244.3629653452101,136.34710722710142,5.45456144209317,0.3663415332232266,1.1912106931843518,0.2254051004534545,0.9999989323627728,-0.0014092080460067,0.3539734007240446,0.8990252563838874,0.48,0.0707268808645595,55.901397393761954,55.901397393761954,14.889279354192707,1.7774472337233616,0.0009366467023936,592.6066092157226,14.583400783447988,56.30066540198947,0.926411122627204,1,0.0,0.0,0.0
10.0,0.0,1.2745838199133637,27.01797478582285,78.22145642086227,0.7388328016769548,0.2267002958374159,0.5813187175760441,0.0960658425602677,0.9999999219811564,0.0001188606350459,0.2760554313229967,0.9337421703473312,0.555,0.0589346254738824,2.3851344822526954,2.3851344822526954,3.259072934548595,1.2744038324770948,0.0128174144587318,5.472107892828937,0.7354258345809038,53.78924538786227,1.1177179433980566,1,0.0,0.0,0.0
