,importance,stddev,p_value,n,p99_high,p99_low
ringing_energy,1.063109925289154,0.09085875247885174,6.340416996405873e-06,5,1.2501893524445242,0.876030498133784
x_end,0.2575370155143738,0.031065914112575164,2.4921833323831232e-05,5,0.32150216204872933,0.19357186898001827
max_slope,0.11644263521194453,0.0033077545321151623,7.805470993106274e-08,5,0.12325334751159578,0.10963192291229329
stability_ratio,0.05718592586517331,0.008166877256386528,4.858809882360294e-05,5,0.07400163901431252,0.040370212716034096
std_all,0.04991852163314819,0.006714545100081868,3.835269176931629e-05,5,0.0637438627990925,0.03609318046720388
wave_id,0.04776456117630006,0.013160354342504989,0.0006267583377631425,5,0.07486191266294503,0.020667209689655092
std_tail_50,0.03788948678970337,0.0042816555774959075,1.9239541751106784e-05,5,0.046705474802536506,0.029073498776870238
settling_trend,0.03353440565109255,0.010925619998239329,0.001180069583666264,5,0.05603040823558347,0.011038403066601633
peak_rel,0.02685568702697756,0.010654149462449568,0.002438145803467335,5,0.048792728026155814,0.004918646027799303
max_diff_tail_50,0.013747017650604265,0.0059768766014773505,0.0033885222626532222,5,0.026053489182259713,0.0014405461189488152
