wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50_smooth,max_dev_tail_50,noise_floor,stability_ratio_smooth,max_slope,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
2.54,2.433642559453729,0.3709072264293884,12.231704746782256,0.0106953767311799,0.0027716492637313,0.0277588310611669,0.0088631581869516,0.0074726213423785,0.0784355484014796,1.0,2.542868,0.0028678989410400035,0.0028678989410400035
5.13,1.2309422487346482,0.2224490889151384,11.560767938715248,0.01173281273867,0.0041020068036845,0.0270581096642346,0.0099915352687984,0.018440204926212,0.0440251166120693,2.0,5.1147366,-0.015263442993163956,0.015263442993163956
6.28,3.0039240290462312,0.7251416960919296,13.162127986315587,0.7501316163278302,0.0038213930779631,0.0337183462759491,0.0089932943587979,0.0052698570407525,0.0444114406461029,3.0,6.724794,0.44479391098022436,0.44479391098022436
0.0,2.96016138779354,0.0761544575562813,24.861661214607917,0.1387655768466641,0.0461140693746717,0.8978447532803608,0.1223936415091359,0.60553341523125,1.003977502751738,4.0,0.0026158015,0.0026158015243709087,0.0026158015243709087
8.85,2.8187858121020613,0.0711110305753198,11.77798789177129,0.0567338688898844,0.0185466687259203,0.0743267397493374,0.0187908238702799,0.2608128206701087,0.0466208370749523,5.0,8.824324,-0.025676345825194957,0.025676345825194957
3.3200000000000003,2.2994881253223967,0.1411281751686284,11.095092072593548,0.0110916763410281,0.0040585576280043,0.0325683102328318,0.0106084154086736,0.0287579542100432,0.0411442912216712,6.0,3.321657,0.0016569423675534267,0.0016569423675534267
2.39,2.70252275169496,0.3957781930002746,12.45070424851144,0.0111050932056693,0.0037696251345181,0.0282864700243128,0.0086959613226529,0.0095245902671321,0.0774277042111264,7.0,2.3998191,0.00981913566589343,0.00981913566589343
4.19,1.1856102275774385,0.2031507657881457,11.249905643174907,0.0112095445739282,0.0046652300098893,0.0276032814361413,0.0112095445739282,0.0229643731286253,0.0412011452638687,8.0,3.8157363,-0.3742637062072758,0.3742637062072758
4.89,1.252206160244148,0.7501656786279208,12.794453818463644,0.0104073260115353,0.0028729743607486,0.0362274831843045,0.010389703125869,0.0038297864575378,0.0446782315904654,9.0,4.3002343,-0.5897656822204587,0.5897656822204587
0.0,2.541020419853926,0.0802106718411985,26.50019430986658,0.1300509516589009,0.0020524222753777,0.0250434443593405,0.0647875986012126,0.0255878950104454,1.1073917589248143,10.0,0.0030139731,0.0030139731243252754,0.0030139731243252754
8.5,3.001484510169051,0.1221086975227052,11.192135261585925,0.0997031540698252,0.043539669918323,0.1615913589740687,0.0483104502477877,0.3565648511946685,0.0400462205741116,11.0,8.523855,0.023855209350585938,0.023855209350585938
4.74,2.884012043897193,0.1779248860586271,12.170787185601004,0.0112861469757948,0.0031933296035316,0.0247059699235161,0.0100448898335786,0.0179476275428484,0.0423941479971876,12.0,4.72531,-0.014690151214599823,0.014690151214599823
4.05,2.704554451796519,0.3899893818857513,12.66989215838032,0.0111102900625811,0.0027319347800264,0.0292618359249936,0.0093217037035135,0.007005151678262,0.074626534666268,13.0,4.049015,-0.0009849548339841974,0.0009849548339841974
5.21,2.0712698153610747,0.350772175326057,11.70549935163947,0.0112427781927158,0.0034442261854189,0.0314790227681576,0.0097302347740017,0.0098189834253484,0.0403191508330929,14.0,3.3842711,-1.8257288551330566,1.8257288551330566
3.7,1.362156548451831,0.724458612969391,12.87122338307341,0.011522529334493,0.0039971987762334,0.0275293019875877,0.0099064951544693,0.0055174977550923,0.0412240452844487,15.0,3.7054567,0.005456733703613104,0.005456733703613104
0.0,1.5365792788385972,0.0739481590415849,22.28946252122831,0.1433259320794278,0.0470173461808987,0.9955438868566168,0.0983750541594974,0.6358149567813235,1.1656951774714024,16.0,0.0025132704,0.0025132703594863415,0.0025132703594863415
9.27,1.8883946009007293,0.0914061188839471,11.66826160179204,0.0791973955878435,0.0088017424485934,0.0474617550812757,0.0397301063172097,0.0962927040308512,0.0421993490298548,17.0,8.862057,-0.4079432678222652,0.4079432678222652
3.39,1.422741734205956,0.0906594912785612,11.05518131040743,0.0112288497309045,0.0031801392928004,0.0329394852464792,0.0097261342667615,0.0350778414137719,0.042536009250248,18.0,3.3930097,0.0030096626281737038,0.0030096626281737038
4.5,2.192372792923209,0.3865448505353299,12.105070658095933,0.0141555817347854,0.0039637176386367,0.0345172181153827,0.009885431625183,0.0102542243749804,0.0706146509069352,19.0,4.5149155,0.01491546630859375,0.01491546630859375
6.68,2.288585620362111,0.4073049099780202,11.545341130085443,0.0120627416530877,0.004250328850933,0.0290948886211968,0.0101120454077822,0.0104352506841304,0.0389993297713795,20.0,6.530364,-0.14963596343994112,0.14963596343994112
