,importance,stddev,p_value,n,p99_high,p99_low
drift_score,0.6113012292992952,0.05873618140825354,1.0103128892039163e-05,5,0.7322398386391892,0.4903626199594012
max_rolling_std_half,0.2935469247220107,0.06308167185118566,0.00024088254156878164,5,0.4234329589449626,0.16366089049905885
crossing_rate,0.22538445156291825,0.045803462063767765,0.00019388053542544788,5,0.31969441302333884,0.13107449010249766
ringing_energy,0.16022716801877887,0.02980181372763125,0.00013722581064672172,5,0.2215895143888108,0.09886482164874692
std_all,0.1573687980385893,0.043521972686383574,0.0006357701490060918,5,0.24698114133744153,0.06775645473973707
mid_to_tail_ratio,0.11456097487330201,0.02912482320401541,0.00046084879310463034,5,0.17452938839820553,0.05459256134839849
max_dev_tail_50,0.10647995019761611,0.03166175962250184,0.0008369712322561864,5,0.1716719508723708,0.041287949522861425
std_tail_50,0.09392135941307751,0.03282180017386897,0.001531687925577991,5,0.16150189961656142,0.026340819209593594
x_end,0.09094984748021459,0.012516505346931018,4.197760024304335e-05,5,0.11672150498603394,0.06517818997439524
max_slope,0.07869916511538208,0.005394492366799392,2.6326143524757606e-06,5,0.08980649945843007,0.06759183077233409
