,importance,stddev,p_value,n,p99_high,p99_low
drift_score,0.001388622673470763,0.0003906330319326807,0.0006783147138165389,5,0.0021929414853424233,0.0005843038615991027
std_tail_50,0.0007952584347317604,0.0004856372863656491,0.010774124580407612,5,0.001795192319579243,-0.00020467545011572212
ringing_energy,0.00034737927573066376,0.0002906417511608014,0.027828143232115788,5,0.0009458146584666551,-0.0002510561070053276
max_rolling_std_half,0.00032757520675655847,0.00013650012261834892,0.002911143790418762,5,0.0006086308458599274,4.651956765318945e-05
crossing_rate,0.00029705933162140765,0.00013291990610444376,0.0037522951332670746,5,0.0005707432554387951,2.337540780402022e-05
std_all,0.00019437755857192317,0.00019020311569734475,0.04215351847616976,5,0.000586008402679189,-0.00019725328553534265
mid_to_tail_ratio,0.00012258802141459357,0.00010250931690710297,0.02778562163329948,5,0.0003336561217556459,-8.848007892645879e-05
x_end,8.883816855291826e-05,0.00018007110592078445,0.16592980261245668,5,0.0004596070644909892,-0.0002819307273851527
max_dev_tail_50,-5.537648075635282e-05,0.0004616333403036685,0.5991077891763135,5,0.0008951329473797199,-0.0010058859088924255
max_slope,-0.00011381493726430048,0.0010917706702352696,0.5864389652264453,5,0.0021341559626243964,-0.002361785837152997
spike_rate,-0.0001443376243588479,0.0005455292399185548,0.7070402229759998,5,0.0009789146206488361,-0.0012675898693665318
