,importance,stddev,p_value,n,p99_high,p99_low
max_rolling_std_half,0.06452582167768924,0.01102544382388279,9.842637335285186e-05,5,0.08722736289889194,0.041824280456486534
ringing_energy,0.03585476262154432,0.009511825224806618,0.0005424467143301192,5,0.05543974222681691,0.016269783016271733
x_end,0.03181815261009499,0.0047644189095738055,5.856631884048452e-05,5,0.04162815699617486,0.022008148224015124
std_tail_50,0.0279443942391785,0.007451256833081078,0.0005531354750125237,5,0.043286635045806425,0.012602153432550577
std_all,0.027347022748824272,0.005584924950885816,0.00019762285396429554,5,0.038846460414564236,0.015847585083084308
mid_to_tail_ratio,0.024823626300030294,0.002568749514790715,1.3565382763547238e-05,5,0.0301127170548757,0.01953453554518489
drift_score,0.02466736829688825,0.004792382774610966,0.0001626857848668867,5,0.03453495066758132,0.014799785926195179
crossing_rate,0.02158469222498819,0.008862640688410344,0.0027607622001123763,5,0.03983299189713702,0.003336392552839358
max_slope,0.020233219371320797,0.00230692650234919,1.993268976145472e-05,5,0.0249832129247705,0.015483225817871094
max_dev_tail_50,0.011516376307770892,0.0012307860403760016,1.5419241381072627e-05,5,0.01405058177617596,0.008982170839365824
