wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,4.96,3.393243283598515,0.2011412684853426,4.235342501250177,0.0004127556209972,0.0003791923820353,0.0012748175360535,1.0885095588475184,0.51,9.49348793611282e-05,0.0737394777340276,0,3.6848574320643284,-1.2751425679356716,1.2751425679356716
2.0,5.07,2.5098858204462484,0.4649783568205758,8.729274902030369,0.0137793266037063,0.0004262242236831,0.0016631231114248,32.328745081381214,0.525,5.630526972844496e-05,0.1064433000886906,0,5.13497480233079,0.06497480233078967,0.06497480233078967
3.0,4.58,2.527524809210066,0.1346182465705077,1.8823156144081952,0.0093889688089584,0.0006381435666938,0.0016899069565079,14.712918199087948,0.465,0.0001548123538834,0.0346302288006352,0,4.837466529681158,0.2574665296811576,0.2574665296811576
4.0,4.04,0.6384068718702304,0.0183756016642641,0.3197166045824563,0.0023141539437146,0.0007984313682158,0.0030080209367346,2.898371904543148,0.44,0.0006870814592697,0.0122893133023437,0,4.213852505512013,0.1738525055120128,0.1738525055120128
5.0,1.94,2.302317637520934,0.0643637118698121,1.4506808208049495,0.0035862734608165,0.004112565929512,0.0105914324113958,0.872027986968727,0.48,0.0007889563292057,0.0145842947665353,0,3.336770495943629,1.396770495943629,1.396770495943629
6.0,1.98,2.788944450257272,0.0544266275693309,1.3697581806293375,0.0071278100292044,0.0003601069541945,0.0012785821264795,19.793536760795504,0.51,0.0005987140911519,0.0261442425436255,0,2.938815828342293,0.958815828342293,0.958815828342293
7.0,0.0,3.4805124794169204,0.1463004081682627,5.036499866183878,0.2047573157712906,4.440892098500626e-16,0.0,204757224.84081644,0.005,0.0,0.0275083710141297,1,0.0,0.0,0.0
8.0,5.22,1.931546231100387,0.1213951091107532,3.243661353675624,0.0045191572583636,0.0003273582637836,0.0008339676578434,13.804885819116702,0.48,7.033466508194364e-05,0.0155550717158088,0,4.952560502743809,-0.26743949725619043,0.26743949725619043
9.0,2.5,1.77714379847822,0.2288820100406985,2.374222215026468,0.0051090024423017,0.0003431329553849,0.0011157447588379,14.88923600280439,0.48,6.624617045923653e-05,0.0523599154294633,0,3.829081326845638,1.329081326845638,1.329081326845638
10.0,6.37,1.2745838199133637,0.3463006076834334,4.124540390634389,0.0094699269736323,0.0029057118763655,0.0074510035171093,3.2590718273159887,0.555,0.0007553895796035,0.0305712595839801,0,5.896252712802276,-0.47374728719772374,0.47374728719772374
11.0,4.25,2.610333474556369,0.1231448775196493,1.494665639612999,0.0077592301672182,0.0003146371905217,0.001285298371989,24.66080215612877,0.495,6.561380493321334e-05,0.032282721740962,0,3.5923812688515815,-0.6576187311484185,0.6576187311484185
12.0,9.8,2.051605575399833,0.1032522450596028,2.896001512077966,0.0143486798806044,0.0046018499125172,0.0228631107743231,3.118023628617638,0.475,0.0032467155884657,0.0554180498288716,0,6.406466202398145,-3.3935337976018554,3.3935337976018554
13.0,0.0,3.1411710672487674,0.0711041136540863,1.739586096603258,0.1037718619239248,4.440892098500626e-16,0.0,103771815.83998118,0.005,6.87220610742223e-07,0.0083288403179162,1,0.0,0.0,0.0
14.0,4.32,3.4398004230769303,0.1794374174680463,2.369751617183272,0.0091051033551634,0.0009058707129639,0.0020104019776665,10.051206175068602,0.51,0.0001836654887064,0.032564144484497,0,4.032127910159556,-0.28787208984044454,0.28787208984044454
15.0,2.49,2.3504431251866844,0.0542668634014725,1.7148329230936952,0.0065012489949843,0.0003257677811942,0.0012855220073597,19.956636026172447,0.56,7.49112668515295e-05,0.0266547891186692,0,3.098955844846187,0.6089558448461867,0.6089558448461867
16.0,1.79,0.7032448732268382,0.115832915872602,1.0411036524662785,0.002804433581464,0.0001120778343483,0.0002486360015999,25.021973129619585,0.51,0.0001948788124585,0.0117481902551399,0,3.3013910888796243,1.5113910888796243,1.5113910888796243
17.0,2.18,2.1121330785101016,0.2404837995938824,4.922782853192458,0.0114832899651609,0.0005539285015077,0.0018417816778728,20.7305982691014,0.505,0.0001143460287884,0.0792694958280851,0,4.343414220035797,2.1634142200357966,2.1634142200357966
18.0,5.18,0.997734331212569,0.1416986849226243,2.550683529991705,0.003953688833019,0.0002413217674918,0.0006992136734588,16.38340581831865,0.515,0.0005176447372528,0.0143300763913992,0,4.163221331278857,-1.0167786687211429,1.0167786687211429
19.0,6.82,1.5230963540690152,0.1863363290640236,3.111110797061287,0.0086854411543079,0.0003108709499435,0.0011200306215912,27.938967011614768,0.535,6.429713248967239e-05,0.0450365639192972,0,5.490176996624409,-1.3298230033755916,1.3298230033755916
20.0,0.0,1.409993376816133,0.0238080858822175,0.8192748297703552,0.044143021685858,0.0,0.0,44143021.685858026,0.01,0.0319369472936651,0.0066819467235139,1,0.0,0.0,0.0
21.0,5.44,0.8608057349166786,0.2073590485332458,1.679255581081887,0.003791715527503,0.0002790389819905,0.0008525593141818,13.588430949766526,0.485,0.0001076893731017,0.0171002039880909,0,4.434923601717943,-1.005076398282057,1.005076398282057
22.0,8.36,1.9256174180310908,0.1261545392672372,4.081168240021418,0.0119123705168601,0.0004627286872243,0.0012386592640063,25.74369193451816,0.495,8.235915360530033e-05,0.0429438125563705,0,6.607909231801881,-1.7520907681981184,1.7520907681981184
23.0,4.28,1.768141097320338,0.2867602867101075,3.0110895527150863,0.0090801633065841,0.0004013796458727,0.0011131753992135,22.62232471832505,0.49,8.149117709183251e-05,0.0380887898222268,0,5.522880957783898,1.242880957783898,1.242880957783898
24.0,3.37,2.3604556101031213,0.1072174288598582,2.5357045985876905,0.0003774494757629,0.0003416308397497,0.0013323854652931,1.1048427922863036,0.485,6.693335900334051e-05,0.019204408550757,0,3.6147833721644327,0.24478337216443258,0.24478337216443258
25.0,8.8,1.1115299102434222,0.0490441416371191,0.9478976514242884,0.0049181355869139,0.0001219939524351,0.0002917770368209,40.31425471909976,0.48,2.8038750839267657e-05,0.0250202622108142,0,4.75778248793001,-4.042217512069991,4.042217512069991
26.0,3.64,1.146120012412396,0.1905890807493392,1.5256881322018223,0.001811235785808,0.0013803036589199,0.0034538976716937,1.3122000089641124,0.425,0.0003686250999379,0.0193333800118493,0,4.1173466395133085,0.47734663951330836,0.47734663951330836
27.0,1.76,2.45999477591458,0.2890508986925726,3.103163481959873,0.006294420606707,0.0002860400712186,0.0011156510435657,22.00530357367872,0.495,6.674276224268194e-05,0.0901617591065758,0,3.3528536112629617,1.5928536112629617,1.5928536112629617
28.0,4.66,1.8051190226559048,0.0924001649822043,2.778880641201452,0.0064114086547372,0.0012874963898109,0.0063254758374562,4.979744973058644,0.455,0.0014133933098027,0.0315346861411067,0,4.766160368160733,0.10616036816073304,0.10616036816073304
29.0,0.0,1.6184307578596302,0.0364691616301031,1.2578502386898816,0.04882209691486,2.220446049250313e-16,0.0,48822086.07417923,0.005,0.0,0.0077964707676352,1,0.0,0.0,0.0
30.0,0.0,2.5778451486668943,0.0835839399833924,2.557110994114306,0.1427305488660756,4.440892098500626e-16,0.0,142730485.4810071,0.01,0.100931949158114,0.0144382228391788,1,0.0,0.0,0.0
31.0,5.0600000000000005,0.8271485974860646,0.0668883345962993,1.8701153368026828,0.0026487922285836,0.0001361108587235,0.0003180670510489,19.460407442997784,0.55,0.0005365487889859,0.0128480574863939,0,3.6823443944775356,-1.377655605522465,1.377655605522465
32.0,6.83,3.2154834959862084,0.5595019170474735,7.822131106087452,0.057452627077355,0.0007754213813542,0.0027867522387867,74.09204126532208,0.505,0.0001240199274755,0.0685832165885793,0,5.21738737283946,-1.6126126271605399,1.6126126271605399
33.0,0.0,3.048113439965608,0.0381395652299382,0.2736251834209948,0.0126035026116751,0.0007166243587789,0.00242293496383,17.587296426614873,0.005,0.0024670077009103,0.0004929076192397,1,0.0,0.0,0.0
34.0,0.0,1.937098013442675,0.4564925676195682,8.467370352343929,0.0092320096108917,0.0060352923996006,0.0175558369818926,1.529670390424203,0.475,0.0018366084432826,0.0679761266809401,1,5.933155576196117,5.933155576196117,5.933155576196117
35.0,0.0,0.9446422351748625,0.0138559475083892,0.0901313613462239,0.0038695417470181,0.0018832418556658,0.0063569966325459,2.0547226478923712,0.005,0.00265258059334,0.0002026661921493,1,0.0,0.0,0.0
36.0,6.71,1.1674821771138657,0.0693763245293706,1.7965182567382123,0.0123990272402397,0.0035169284094245,0.0096031414433606,3.525526331865929,0.475,0.0009473763525847,0.0105128613524527,0,6.273746722070225,-0.436253277929775,0.436253277929775
37.0,9.52,2.455616990299571,0.2681898842579213,6.518715529313116,0.011574033409093,0.0007636882844916,0.0018548345958357,15.15542203370956,0.52,0.0014719282075742,0.0343792204478266,0,5.349942597657053,-4.170057402342946,4.170057402342946
38.0,6.29,3.347843111624094,0.5718504712394059,7.441438541538517,0.0231326536433201,0.0005538859725676,0.0013603113656386,41.76421325831736,0.51,0.0017212286049135,0.0404200735206417,0,5.167282678589898,-1.1227173214101018,1.1227173214101018
39.0,6.94,1.070109194125708,0.0796126279187506,1.088760510489567,0.005819582703851,0.0018217426447392,0.0044746086476243,3.1945124225665373,0.48,0.0003283971005118,0.0081649469465179,0,4.636631027450167,-2.3033689725498334,2.3033689725498334
40.0,3.01,1.5014929382633058,0.0567322964750056,1.4918454456487449,0.0044814187481263,0.0003052992722435,0.0010863134297913,14.678725030914173,0.505,0.0004848787428802,0.0152806879715634,0,3.4219977673091178,0.41199776730911797,0.41199776730911797
41.0,0.0,1.8679555661955016,0.008659165238563,0.1355389411310008,0.0056286725631412,0.0025662233316065,0.0086069183082155,2.193367311585559,0.005,0.0035698101527912,0.0002671432017227,1,0.0,0.0,0.0
42.0,0.0,1.4343483926392595,0.0234245874136669,1.2442382107312695,0.0283731167568705,0.0225911301184167,0.0649085189238733,1.255940510820206,0.015,0.0104448686824873,0.009575471655165,1,0.0,0.0,0.0
43.0,4.59,2.374023469865644,0.5036063915283435,4.455831697994601,0.0068188199760225,0.0003640862486857,0.0009377687485438,18.728532791620943,0.465,0.0001134726198971,0.0656295931203493,0,4.227926342440898,-0.3620736575591019,0.3620736575591019
44.0,0.0,1.933640315147907,0.0187173149156208,0.2102524645540076,0.0092221282955855,0.0044990907493415,0.0151772759287653,2.0497755567965945,0.01,0.0038978425429265,0.0003442059422291,1,0.0,0.0,0.0
45.0,3.5500000000000003,2.1222893451698,0.1398525568829879,1.9438464643204827,0.0111416105992526,0.0002743506690814,0.0010493016723098,40.61069005541874,0.48,0.0013894625640628,0.0534072849120916,0,4.68908186010222,1.1390818601022201,1.1390818601022201
46.0,2.24,3.1278812180887643,0.1393919915477651,3.7814489350768743,0.0122864439860404,0.0004538255171722,0.0013626880227128,27.072997106020917,0.515,0.001643122066468,0.0510472197192073,0,4.533035789945218,2.2930357899452174,2.2930357899452174
47.0,6.57,3.4312171912758136,0.3835514731236153,6.655330344208505,0.0176760581639954,0.0005992546358327,0.0016429315662125,29.49669073938996,0.505,0.0004184840086047,0.0499972826458559,0,5.135170074817115,-1.4348299251828855,1.4348299251828855
48.0,0.0,0.7347596174170469,0.0201094667345457,1.376819111394292,0.0255014347158946,1.1102230246251563e-16,0.0,25501431.884667,0.02,0.0102539313561708,0.0082831033422314,1,0.0,0.0,0.0
49.0,4.64,0.8749383958837074,0.0578021782835583,1.435416147231832,0.0013247088781852,0.0001168293624527,0.0003002717772596,11.338738067524304,0.5,3.184635082951637e-05,0.007528999511528,0,3.860236563897037,-0.7797634361029626,0.7797634361029626
