,importance,stddev,p_value,n,p99_high,p99_low
std_all,0.14660787849699014,0.0014350782208691162,1.101536321767578e-09,5,0.14956272438864854,0.14365303260533174
max_rolling_std_half,0.10853151211736875,0.001900362136219382,1.1275239908050172e-08,5,0.11244438402164048,0.10461864021309702
ringing_energy,0.10691971765577506,0.001438448690931318,3.930273139495793e-09,5,0.10988150339187637,0.10395793191967374
max_slope,0.10374527137755182,0.0020806083369090517,1.940155219314876e-08,5,0.10802927270031082,0.09946127005479283
x_end,0.06533347873855644,0.0014621572525940882,3.0083230565739313e-08,5,0.06834408073080854,0.06232287674630434
logic_global_range,0.06261683955321594,0.0013746296000305472,2.7853541261879617e-08,5,0.06544722089907899,0.059786458207352886
mid_to_tail_ratio,0.0545603407358191,0.0007366228302814661,3.986099242914289e-09,5,0.05607705732457812,0.05304362414706008
logic_noise_energy,0.04575220805551854,0.0008820719659054519,1.657043421054189e-08,5,0.04756840642484804,0.043936009686189034
std_tail_50,0.0316491889511045,0.0009878515191255918,1.1374535526233585e-07,5,0.03368318888254307,0.02961518901966594
logic_heavy_amp,0.026831627795945945,0.0016255026722435406,1.6085022608765064e-06,5,0.030178560264929894,0.023484695326961996
drift_score,0.019414975709232053,0.0011059990198534157,1.2582762614496329e-06,5,0.021692242977641205,0.0171377084408229
logic_per_score,0.017988099659010687,0.0008803546613816558,6.862542988055217e-07,5,0.019800762074590018,0.016175437243431356
max_dev_tail_50,0.015633602786783,0.0005365497289087373,1.662275928673353e-07,5,0.016738366094511438,0.014528839479054562
crossing_rate,0.015450717657765659,0.0002562012083448934,9.068847845882929e-09,5,0.015978239486824808,0.01492319582870651
logic_crossing_rate,0.008844176968303025,0.0005513931176993378,1.8036384800453182e-06,5,0.009979503018708745,0.007708850917897305
