,importance,stddev,p_value,n,p99_high,p99_low
mid_to_tail_ratio,0.19420999428524244,0.015336321903649955,4.627830599114134e-06,5,0.22578769305535268,0.1626322955151322
max_slope,0.06373792551356552,0.006446961894034926,1.2391068770841168e-05,5,0.07701230915986623,0.05046354186726481
max_rolling_std_half,0.046954607317666666,0.0030157656133799216,2.0308310855326208e-06,5,0.05316411039792632,0.040745104237407015
std_all,0.043634429260365204,0.002803367802905245,2.03328378898471e-06,5,0.04940660231320778,0.03786225620752263
ringing_energy,0.03728346686088278,0.0102731483052447,0.000626898393912877,5,0.0584360212113806,0.016130912510384964
x_end,0.01652808225900358,0.00231500312510698,4.500100335908146e-05,5,0.02129470569034236,0.011761458827664797
drift_score,0.015212890786129932,0.0036495451824236206,0.00036870370266951205,5,0.02272735475881511,0.007698426813444753
max_dev_tail_50,0.013686536456381196,0.0014894034492760038,1.65664690226236e-05,5,0.016753238744183822,0.01061983416857857
logic_per_score,0.011832732923394002,0.0018182644731187037,6.485125169379755e-05,5,0.015576564604631134,0.00808890124215687
logic_global_range,0.011714600595372097,0.001114502148110386,9.713412909827013e-06,5,0.014009375922388071,0.009419825268356124
crossing_rate,0.011169686780165987,0.000583016703759735,8.874937035410245e-07,5,0.012370126231354474,0.0099692473289775
std_tail_50,0.009706475654046948,0.001243681978942469,3.164646430585962e-05,5,0.012267234038201185,0.00714571726989271
logic_heavy_amp,0.008975576530348929,0.0016339395190411244,0.0001261611314257527,5,0.012339880583498719,0.005611272477199138
logic_crossing_rate,0.004471265938667153,0.000644816506966212,5.049586501789251e-05,5,0.005798952038821829,0.003143579838512477
logic_noise_energy,0.0013947305612566768,0.0002536319320338484,0.00012563919351910662,5,0.001916962214880211,0.0008724989076331427
