,importance,stddev,p_value,n,p99_high,p99_low
max_rolling_std_half,0.1607196137479091,0.008686209904640085,1.0198528138607307e-06,5,0.1786046399977424,0.14283458749807582
x_end,0.08530568883617011,0.011849371014555854,4.354713462792965e-05,5,0.10970370753085262,0.060907670141487597
std_all,0.0696222069057187,0.014333447309236452,0.00020391059349588464,5,0.09913497302473162,0.04010944078670579
std_tail_50,0.05920321209637517,0.013637059572642175,0.0003151863848763737,5,0.08728210624063908,0.03112431795211126
ringing_energy,0.04786628823439157,0.011601793169676963,0.00038360800010251215,5,0.07175454072457899,0.02397803574420416
drift_score,0.04610659097544279,0.005533154945686568,2.4418932180126545e-05,5,0.057499433484939994,0.03471374846594559
max_slope,0.04601624796668805,0.009138145014275824,0.00017720298586114318,5,0.06483181485366836,0.027200681079707748
max_dev_tail_50,0.04517613259177392,0.009040867784536886,0.0001826177431547208,5,0.06379140431820755,0.026560860865340288
crossing_rate,0.044954098911972974,0.012279700999968949,0.0006065090640361051,5,0.07023817299441353,0.019670024829532423
mid_to_tail_ratio,0.040130718573408455,0.006334290101746984,7.207334401598124e-05,5,0.05317310944209863,0.02708832770471828
