wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,logic_heavy_amp,logic_global_range,logic_noise_energy,logic_crossing_rate,logic_per_score,logic_flag_continuous,logic_flag_glitch,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,2.81,3.393243283598515,0.2009677699078251,1.4002901128973897,0.0004127556209972,0.0003791923820353,0.0012748175360535,1.0885095588475184,0.51,9.493487936111044e-05,0.0013801429028927,0.001073697197838,0.8124474413396321,0.0003074920773804,0.0033333333333333,0.620988638511318,0.0,0.0,0,2.7997016561427444,-0.010298343857255698,0.010298343857255698
2.0,5.07,2.5098858204462484,0.4648925114767278,7.072486213623387,0.0035391005521716,0.0004262242236831,0.0016631231114248,8.303357838819142,0.48,5.567882988509965e-05,0.1064433000886906,0.0008450728107156,2.52131230653886,0.000312738770845,0.0033333333333333,0.767447120057651,0.0,0.0,0,5.051891886217593,-0.018108113782407287,0.018108113782407287
3.0,4.58,2.527524809210066,0.1345070171469555,0.9804992394092618,0.0014139887069946,0.0006381435666938,0.0016899069565079,2.215781158053877,0.46,0.0001548123538834,0.0023335278766603,0.0015614928162093,0.4900281608266152,0.0004995924091983,0.0033333333333333,0.813831608035771,0.0,0.0,0,4.446231369862311,-0.13376863013768947,0.13376863013768947
4.0,4.04,0.6384068718702304,0.0183609706182983,0.1252178913923337,0.0002184195286627,7.4775667652907e-05,0.0002997278535845,2.920958308500777,0.46,1.5036204543773523e-05,0.000324349059439,0.0001577981237015,0.0662968779373283,5.4041853734240935e-05,0.0033333333333333,0.4916824309209797,0.0,0.0,0,4.111815391128748,0.07181539112874802,0.07181539112874802
5.0,1.93,2.2994715259551013,0.0643336414246406,1.13838252932615,0.0029408825866411,0.0029020201110647,0.0070451516974197,1.0133911760421517,0.17,0.0012010493046783,0.0035422629456798,0.0088574729263313,0.2659038265705185,0.0019759228371099,0.0033333333333333,0.8883602750239181,0.0,0.0,0,2.9202666619858033,0.9902666619858034,0.9902666619858034
6.0,1.96,2.79250787221292,0.0543842326948014,1.1648874152359676,0.0037111199772043,0.0026006923479889,0.0079423889288192,1.42697330312856,0.165,0.0017698793124078,0.004570274816976,0.006391800917556,0.2259937885011198,0.0020022683603526,0.0033333333333333,0.8743097092472709,0.0,0.0,0,2.077328048277327,0.11732804827732712,0.11732804827732712
7.0,0.0,3.4805124794169204,0.1463004081682627,5.036499866183878,0.2047573157712906,4.440892098500626e-16,0.0,204757224.84081644,0.005,0.0,0.0275083710141297,0.2835350145351905,0.2888007633837635,0.0149793590478233,0.0066666666666666,0.9756569813453242,1.0,0.0,1,0.0,0.0,0.0
8.0,4.84,1.9297636356519297,0.1213964136070995,3.143193122559356,0.0033212811892517,0.0018633221097402,0.005672901096795,1.782450489606591,0.11,0.001221692137855,0.014986829169624,0.0051575898608331,0.5869279480370491,0.0014998645846803,0.0266666666666666,0.9386536410996856,0.0,0.0,0,4.852073904805087,0.012073904805086855,0.012073904805086855
9.0,2.5,1.777423669125911,0.2289211187169452,2.3143268636998404,0.0025568049664875,0.0013897189777683,0.0035554040994143,1.8397986697962667,0.225,0.000765703192577,0.0523599154294633,0.0040011192075994,1.7802804055648225,0.0013041551523974,0.0166666666666666,0.9439626502279912,0.0,0.0,0,2.53887277192421,0.0388727719242099,0.0388727719242099
10.0,6.37,1.2752876384129253,0.3462867453614094,3.5496517995361594,0.0094699269736323,0.0014937586080131,0.0035149591061542,6.339659288436699,0.175,0.0013062199923616,0.0305712595839801,0.0026175166286042,1.3721298997290747,0.0008763158425442,0.02,0.9042064046609798,0.0,0.0,0,6.337085824642212,-0.032914175357787734,0.032914175357787734
11.0,0.0,2.6080209385903808,0.1231142081408152,1.054535513700154,0.0054688464540555,0.0030403005526008,0.0079044561812993,1.7987842190775798,0.06,0.0027800669080182,0.0049793408994589,0.0117517286610673,0.4567562379833241,0.002737756303584,0.0033333333333333,0.9430985891996296,1.0,0.0,1,0.0,0.0,0.0
12.0,6.63,2.051605575399833,0.1031608158294119,1.3760717224776418,0.0143486798806044,0.0004612322543808,0.0020009851304587,31.109378485438015,0.485,0.0001083001404816,0.0046194172907885,0.0017627117089249,0.4861819677662706,0.0003357767359682,0.0366666666666666,0.7466014917933912,0.0,0.0,0,6.608277455695161,-0.021722544304838998,0.021722544304838998
13.0,0.0,3.1411710672487674,0.0711041136540863,1.739586096603258,0.1037718619239248,4.440892098500626e-16,0.0,103771815.83998118,0.005,6.87220610742223e-07,0.0083288403179162,0.1866705900478198,0.1874090107533721,0.0044741242791365,0.0066666666666666,0.9904880668820358,1.0,0.0,1,0.0,0.0,0.0
14.0,4.33,3.4398004230769303,0.1793915835199251,1.5116516661303303,0.0014219056176956,0.0009058707129639,0.0020104019776665,1.569654507748376,0.51,0.0001836654887065,0.0040848051257786,0.0018063316122449,0.661591195640046,0.000785947694392,0.0033333333333333,0.687577524711097,0.0,0.0,0,2.855817893934314,-1.474182106065686,1.474182106065686
15.0,2.49,2.3501196674647944,0.0542934141540552,0.9942371079660428,0.0037853756401946,0.0023044985127916,0.0066864627624423,1.6426020570553472,0.165,0.0023941223477793,0.0045386080076093,0.0089073006068711,0.2221082460723145,0.0022161038141508,0.0233333333333333,0.934431698466612,0.0,0.0,0,2.4896648108237756,-0.0003351891762246595,0.0003351891762246595
16.0,1.79,0.7032448732268382,0.1158455513953484,0.784111854872512,0.0001098973219217,0.0001120778343483,0.0002486360015999,0.9805359108225182,0.5,2.2738104795573256e-05,0.0117202882791997,0.0002347982417896,0.7031691898755178,7.792154546581775e-05,0.0033333333333333,0.7530223602817929,0.0,0.0,0,1.8464527101713935,0.056452710171393417,0.056452710171393417
17.0,2.18,2.1121330785101016,0.2404487723382507,2.386283689743843,0.0005773883373891,0.0005539285015077,0.0018417816778728,1.042349858271737,0.505,0.0001143460287885,0.0792694958280851,0.0016247845067107,2.1160669540883736,0.0004179013490745,0.0033333333333333,0.490464276981435,0.0,0.0,0,2.2689582912506827,0.08895829125068255,0.08895829125068255
