,importance,stddev,p_value,n,p99_high,p99_low
max_slope,1.3045791012702694,0.26251348342180186,0.00018655871497952128,5,1.8450979919576853,0.7640602105828536
std_all,0.9811867921988574,0.10244829531525532,1.4057456455924539e-05,5,1.1921292482388874,0.7702443361588274
max_rolling_std_half,0.5244781108067371,0.053841583030945585,1.3142110930033302e-05,5,0.6353386744372151,0.4136175471762591
x_end,0.2170833131689577,0.027133509047164318,2.8688413948627878e-05,5,0.2729515833220183,0.16121504301589712
ringing_energy,0.12977383175376803,0.06324243214216933,0.005059426546547081,5,0.2599908736377986,-0.0004432101302625502
stability_ratio,0.10768871876602985,0.015992251695601423,5.6685930256370135e-05,5,0.14061698604368134,0.07476045148837836
settling_trend,0.0746925474230665,0.01039218026611063,4.3830033870673395e-05,5,0.0960901902261838,0.05329490461994919
std_tail_50,0.06276726465389126,0.012095226983964532,0.000157580505697248,5,0.08767150418767686,0.03786302512010567
max_dev_tail_50,0.0357006414138758,0.004736294426257268,3.631686339377969e-05,5,0.045452737100085246,0.025948545727666354
mid_to_tail_ratio,0.01884996352970598,0.0017247047066254535,8.316986929976079e-06,5,0.022401154358600114,0.015298772700811848
