,importance,stddev,p_value,n,p99_high,p99_low
max_rolling_std_half,0.11026059364452319,0.008621968313882192,4.450339607082194e-06,5,0.12801334557107283,0.09250784171797355
mid_to_tail_ratio,0.05795780604713008,0.0072872664152176525,2.93692420062241e-05,5,0.07296238831678876,0.04295322377747139
max_slope,0.027686420117988785,0.004993634075508054,0.00012166744545982502,5,0.03796838169881754,0.01740445853716003
x_end,0.017295754563855893,0.0054102787116325,0.0010131256148752004,5,0.028435593209105728,0.006155915918606057
ringing_energy,0.01707740502366623,0.0053612965173916545,0.0010269580794296264,5,0.028116388653968295,0.006038421393364165
logic_noise_energy,0.01584095587007964,0.007140425764073652,0.0038511565855216382,5,0.030543191209479348,0.001138720530679935
std_all,0.01417525774257832,0.0028412091776388823,0.00018372067106470699,5,0.020025346709020838,0.008325168776135802
logic_heavy_crossing,0.013955089155690917,0.0030775044249313948,0.00026631528051870455,5,0.020291713302256112,0.007618465009125724
crossing_rate,0.011043455894746016,0.0034364359061002463,0.0009933580552622492,5,0.01811912492199815,0.003967786867493882
drift_score,0.01071752815063801,0.0022258836242348167,0.0002109791390218208,5,0.015300653297918604,0.006134403003357414
max_dev_tail_50,0.00701769082229241,0.001727146588565686,0.0004068515573061414,5,0.010573909519851878,0.003461472124732943
logic_heavy_amp,0.006580731842026974,0.0013908957718714726,0.00022585392777947465,5,0.009444605460532877,0.0037168582235210692
std_tail_50,0.006532936654211124,0.0031169952813424598,0.004700753739154015,5,0.01295087301994834,0.0001150002884739076
logic_global_range,0.004152215555622602,0.0024420187021370146,0.009535139155622496,5,0.009180365815608063,-0.0008759347043628598
