wait_time_ms,x_end,std_all,ringing_energy,crossing_rate,drift_score,tail_slope,noise_floor,max_dev_tail_50,stability_ratio,wave_id,pred_wait_time_ms,error_ms,abs_error_ms
2.54,2.433642559453729,0.3709072264293884,12.231704746782256,0.485,0.0032633353924968,4.148397203120513e-05,0.0088631581869516,0.0277588310611669,0.0233424133790817,1.0,2.7221878,0.1821877574920654,0.1821877574920654
5.13,1.2309422487346482,0.2224490889151384,11.560767938715248,0.475,0.0029360528794123,5.2561385183680254e-05,0.0099915352687984,0.0270581096642346,0.0413664817213613,2.0,5.082201,-0.04779899597167958,0.04779899597167958
6.28,3.0039240290462312,0.7251416960919296,13.162127986315587,0.5,0.0027956581905911,1.1781761123916498e-05,0.0089932943587979,0.0337183462759491,0.0124150392567794,3.0,4.1249666,-2.1550333786010745,2.1550333786010745
0.0,2.96016138779354,0.0761544575562813,24.861661214607917,0.525,0.0286050937922359,0.0001198494581504,0.1223936415091359,0.8978447532803608,1.6985649339782394,4.0,0.015997518,0.015997517853975296,0.015997517853975296
8.85,2.8187858121020613,0.0711110305753198,11.77798789177129,0.05,0.0036035774850859,0.0001112199175222,0.0187908238702799,0.0743267397493374,0.295607004059902,5.0,8.81949,-0.030509567260741832,0.030509567260741832
3.3200000000000003,2.2994881253223967,0.1411281751686284,11.095092072593548,0.46,0.0036981646928865,5.268765068927972e-05,0.0106084154086736,0.0325683102328318,0.0746533441159455,6.0,4.183046,0.8630458641052243,0.8630458641052243
2.39,2.70252275169496,0.3957781930002746,12.45070424851144,0.535,0.0030561811039598,2.42421017232804e-05,0.0086959613226529,0.0282864700243128,0.0214349778044977,7.0,2.6635196,0.2735196208953856,0.2735196208953856
4.19,1.1856102275774385,0.2031507657881457,11.249905643174907,0.495,0.0038369311287199,2.591635674041035e-05,0.0112095445739282,0.0276032814361413,0.0563711975178567,8.0,4.1776867,-0.012313308715820703,0.012313308715820703
4.89,1.252206160244148,0.7501656786279208,12.794453818463644,0.525,0.0029857569253953,1.0741789423711927e-05,0.010389703125869,0.0362274831843045,0.0154819264070869,9.0,4.890243,0.00024305343627961662,0.00024305343627961662
0.0,2.541020419853926,0.0802106718411985,26.50019430986658,0.46,0.0117126196479285,0.0002969638729978,0.0647875986012126,0.0250434443593405,0.1027048445289438,10.0,0.05257974,0.052579738199710846,0.052579738199710846
8.5,3.001484510169051,0.1221086975227052,11.192135261585925,0.03,0.0043023006674819,0.0013536748675482,0.0483104502477877,0.1615913589740687,0.3772067476181245,11.0,8.926769,0.4267692565917969,0.4267692565917969
4.74,2.884012043897193,0.1779248860586271,12.170787185601004,0.53,0.0029982865184428,9.173354333814578e-06,0.0100448898335786,0.0247059699235161,0.0528906781551591,12.0,4.111498,-0.6285021209716799,0.6285021209716799
4.05,2.704554451796519,0.3899893818857513,12.66989215838032,0.545,0.002424533373336,7.246750847814104e-05,0.0093217037035135,0.0292618359249936,0.0229764192654811,13.0,4.160024,0.11002416610717791,0.11002416610717791
5.21,2.0712698153610747,0.350772175326057,11.70549935163947,0.53,0.0024563364009269,1.8435428517150707e-05,0.0097302347740017,0.0314790227681576,0.0289248925832151,14.0,4.8779397,-0.3320602989196777,0.3320602989196777
3.7,1.362156548451831,0.724458612969391,12.87122338307341,0.485,0.0028810067063293,5.763256765040159e-05,0.0099064951544693,0.0275293019875877,0.0140732431820183,15.0,4.1779175,0.4779174804687498,0.4779174804687498
0.0,1.5365792788385972,0.0739481590415849,22.28946252122831,0.515,0.0174770802854223,0.0001832440425599,0.0983750541594974,0.9955438868566168,1.8669328631216544,16.0,-0.13656119,-0.13656118512153625,0.13656118512153625
9.27,1.8883946009007293,0.0914061188839471,11.66826160179204,0.015,0.0043381032591811,0.0010557825642968,0.0397301063172097,0.0474617550812757,0.1491073574038869,17.0,9.100297,-0.16970302581787067,0.16970302581787067
3.39,1.422741734205956,0.0906594912785612,11.05518131040743,0.51,0.0033638163413012,4.869664459086912e-06,0.0097261342667615,0.0329394852464792,0.1086225777080172,18.0,3.6273355,0.23733554840087878,0.23733554840087878
4.5,2.192372792923209,0.3865448505353299,12.105070658095933,0.495,0.0028724833609707,6.094579508384144e-05,0.009885431625183,0.0345172181153827,0.0263746894378051,19.0,4.5122848,0.01228475570678711,0.01228475570678711
