wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope,logic_heavy_amp,logic_global_range,logic_noise_energy,logic_heavy_crossing,logic_flag_continuous,logic_flag_glitch,is_zero,pred_wait_time_ms,error_ms,abs_error_ms
1.0,2.81,3.393243283598515,0.2009677699078251,1.4002901128973897,0.0004127556209972,0.0003791923820353,0.0012748175360535,1.0885095588475184,0.51,9.493487936111044e-05,0.0013801429028927,0.001073697197838,0.8124474413396321,0.0003074920773804,0.0033333333333333,0.0,0.0,0,2.96744176478181,0.15744176478180982,0.15744176478180982
2.0,5.07,2.5098858204462484,0.4648925114767278,7.072486213623387,0.0035391005521716,0.0004262242236831,0.0016631231114248,8.303357838819142,0.48,5.567882988509965e-05,0.1064433000886906,0.0008450728107156,2.52131230653886,0.000312738770845,0.0033333333333333,0.0,0.0,0,5.185957707702872,0.11595770770287128,0.11595770770287128
3.0,4.58,2.527524809210066,0.1345070171469555,0.9804992394092618,0.0014139887069946,0.0006381435666938,0.0016899069565079,2.215781158053877,0.46,0.0001548123538834,0.0023335278766603,0.0015614928162093,0.4900281608266152,0.0004995924091983,0.0033333333333333,0.0,0.0,0,4.486354180933514,-0.09364581906648617,0.09364581906648617
4.0,4.04,0.6384068718702304,0.0183609706182983,0.1252178913923337,0.0002184195286627,7.4775667652907e-05,0.0002997278535845,2.920958308500777,0.46,1.5036204543773523e-05,0.000324349059439,0.0001577981237015,0.0662968779373283,5.4041853734240935e-05,0.0033333333333333,0.0,0.0,0,4.33958349439601,0.2995834943960096,0.2995834943960096
5.0,1.93,2.2994715259551013,0.0643336414246406,1.13838252932615,0.0029408825866411,0.0029020201110647,0.0070451516974197,1.0133911760421517,0.17,0.0012010493046783,0.0035422629456798,0.0088574729263313,0.2659038265705185,0.0019759228371099,0.0033333333333333,0.0,0.0,0,2.5278909430401715,0.5978909430401715,0.5978909430401715
6.0,1.96,2.79250787221292,0.0543842326948014,1.1648874152359676,0.0037111199772043,0.0026006923479889,0.0079423889288192,1.42697330312856,0.165,0.0017698793124078,0.004570274816976,0.006391800917556,0.2259937885011198,0.0020022683603526,0.0033333333333333,0.0,0.0,0,2.677834676337698,0.7178346763376982,0.7178346763376982
7.0,0.0,3.4805124794169204,0.1463004081682627,5.036499866183878,0.2047573157712906,4.440892098500626e-16,0.0,204757224.84081644,0.005,0.0,0.0275083710141297,0.2835350145351905,0.2888007633837635,0.0149793590478233,0.0066666666666666,1.0,0.0,1,0.0,0.0,0.0
8.0,4.84,1.9297636356519297,0.1213964136070995,3.143193122559356,0.0033212811892517,0.0018633221097402,0.005672901096795,1.782450489606591,0.11,0.001221692137855,0.014986829169624,0.0051575898608331,0.5869279480370491,0.0014998645846803,0.0266666666666666,0.0,0.0,0,4.8264305719072675,-0.013569428092732316,0.013569428092732316
9.0,2.5,1.777423669125911,0.2289211187169452,2.3143268636998404,0.0025568049664875,0.0013897189777683,0.0035554040994143,1.8397986697962667,0.225,0.000765703192577,0.0523599154294633,0.0040011192075994,1.7802804055648225,0.0013041551523974,0.0166666666666666,0.0,0.0,0,3.2088475273839716,0.7088475273839716,0.7088475273839716
10.0,6.37,1.2752876384129253,0.3462867453614094,3.5496517995361594,0.0094699269736323,0.0014937586080131,0.0035149591061542,6.339659288436699,0.175,0.0013062199923616,0.0305712595839801,0.0026175166286042,1.3721298997290747,0.0008763158425442,0.02,0.0,0.0,0,5.9239751504632245,-0.44602484953677557,0.44602484953677557
