,importance,stddev,p_value,n,p99_high,p99_low
ringing_energy,0.0076048711935679195,0.002200384836721106,0.0007547828768932657,5,0.012135493984927088,0.0030742484022087506
x_end,0.005525166771341983,0.0024204299779574828,0.0034808139079547428,5,0.01050886554985391,0.0005414679928300564
std_tail_50,0.004277892007620354,0.001126460433199922,0.0005272357433331565,5,0.006597289608916748,0.001958494406323961
mid_to_tail_ratio,0.0026900890617201243,0.0010000475310143154,0.0019236552453354516,5,0.004749200750204368,0.000630977373235881
max_rolling_std_half,0.00254141661892453,0.000744585758794338,0.0007914021222294817,5,0.00407452898755092,0.0010083042502981394
crossing_rate,0.000553376144833051,9.108399549843805e-05,8.498465217806332e-05,5,0.0007409193504789387,0.00036583293918716333
std_all,0.00020583536889818844,0.00014668081284311958,0.017460049301348105,5,0.0005078531898864529,-9.618245209007593e-05
drift_score,0.0,0.0,0.5,5,0.0,0.0
max_slope,0.0,0.0,0.5,5,0.0,0.0
max_dev_tail_50,-2.6937988069331008e-05,8.164111356389764e-05,0.7492124252197767,5,0.00014116219315883974,-0.00019503816929750177
