,importance,stddev,p_value,n,p99_high,p99_low
std_all,0.1490642135902474,0.0014432864035134948,1.054492441974541e-09,5,0.15203596024341973,0.1460924669370751
ringing_energy,0.1328056081751612,0.0013859160016917213,1.4229844810467008e-09,5,0.13565922837803926,0.12995198797228316
max_slope,0.11945321583032058,0.0010759920600115153,7.899127909524469e-10,5,0.121668698353675,0.11723773330696616
max_rolling_std_half,0.10180523157735115,0.002129535107807024,2.2960786101282354e-08,5,0.1061899737976289,0.0974204893570734
logic_global_range,0.06995339161721491,0.0011765755202672366,9.599786677284988e-09,5,0.07237597687544702,0.0675308063589828
logic_noise_energy,0.0691508938142559,0.0005918674496290578,6.43940083165093e-10,5,0.07036955707351963,0.06793223055499217
x_end,0.061965820461323554,0.002354729889561716,2.4974746868782585e-07,5,0.06681424184975687,0.057117399072890235
mid_to_tail_ratio,0.05330490646629692,0.0008398587792790936,7.392542583634762e-09,5,0.0550341873009145,0.051575625631679334
std_tail_50,0.045827594672401266,0.0007857658193664736,1.0367530158558809e-08,5,0.04744549735491461,0.044209691989887924
logic_heavy_amp,0.02622310422479913,0.0007634866157675622,8.613107218776948e-08,5,0.027795133719170997,0.024651074730427266
drift_score,0.022654127493035473,0.00036886891977146847,8.431923027836463e-09,5,0.0234136336971552,0.021894621288915745
crossing_rate,0.021586275831497807,0.00047733070317378676,2.8672446287671014e-08,5,0.022569106346744063,0.02060344531625155
max_dev_tail_50,0.019386681129992988,0.00018001112093312207,8.918971981920934e-10,5,0.01975732651601238,0.019016035743973595
logic_per_score,0.011418651047860582,0.00048528025611094256,3.9052368711787836e-07,5,0.01241784980247894,0.010419452293242223
logic_crossing_rate,0.00815533006670962,0.00020772164036513972,5.046223425552125e-08,5,0.008583031795239617,0.007727628338179621
