wave_id,wait_time_ms,x_end,std_all,std_tail_50,max_dev_tail_50,settling_trend,ringing_energy,max_slope,stability_ratio
1.0,3.26,3.051400280832269,0.39709288816331456,0.0025647088387739376,0.006323456527067339,0.9478709936627343,6.887977227652218,0.10219125741679266,0.006458712580267675
2.0,5.48,1.0540639083117511,0.14769156609231418,0.0025098321775260395,0.009784671562240055,0.993401878713748,7.290153574196626,0.06397123233901901,0.016993740583423265
3.0,5.2700000000000005,1.8012091491623776,0.29771837097695375,0.0024803790566157507,0.006482217137484536,0.8912330152572538,7.284989511985778,0.055591996361736395,0.008331293229051231
4.0,3.49,1.329861871263366,0.16204587555329736,0.0017655298330252964,0.004839878656079266,1.304956790876622,5.982202942295624,0.049181473644809404,0.010895246892904482
5.0,5.17,1.2251790171585666,0.16462280855139466,0.002508001389386168,0.007564151659022356,0.9459066076754548,7.667161144916101,0.06126413701897779,0.015234835295428358
6.0,6.98,1.465410598769967,0.24537750511452613,0.0022353902153043927,0.006042796134108297,1.108569408547784,9.117079079308123,0.0667789315948773,0.009110004623900037
7.0,4.48,2.9379207276328745,0.4357224223527473,0.0021221406766893324,0.0056238606078991005,1.0987972949605684,7.510412480632415,0.0838615864709184,0.004870395836780963
8.0,3.6,2.77755170413031,0.4024120327246743,0.0020662024081399737,0.005562853784350175,1.062239374771895,7.22469111011028,0.09344748292555659,0.005134544285406846
9.0,4.88,2.5823837221926498,0.3972852317276418,0.0026119958524836633,0.007182075393634246,0.9913622240662338,8.035210721716748,0.06555210676035689,0.0065746109779879795
10.0,6.99,1.3596804468416113,0.22733779323798883,0.0024787498056025987,0.008830710509841078,1.0384439140526642,9.241642638984882,0.0595423518521368,0.010903377566018418
11.0,3.73,2.041893196581448,0.28303798460780616,0.002519840513835012,0.006388864982029396,1.0343061531941853,6.913208077252198,0.0713969225421397,0.008902835103294753
12.0,3.99,1.9976194213468212,0.2601244612268276,0.002402084344201115,0.006607270369122009,0.9550890741661214,6.547644418528847,0.08141245774392439,0.00923436544044253
13.0,3.99,1.2440739184881258,0.16613699233461515,0.0023009875259599613,0.0077854962258661065,1.0958898065733091,6.086322945951452,0.0530009828584772,0.01384994082158187
14.0,4.89,2.551077451457886,0.3789480075008654,0.0022407268572958976,0.008067495649109802,1.0628754065974002,8.006289644336626,0.08112382039022631,0.005913019219075222
15.0,5.47,2.302677574630556,0.34711803500996297,0.0022623170246664926,0.005444177990007404,1.0339853187222272,8.009161767210013,0.06662972436317871,0.006517428626502023
16.0,6.48,1.3217321036934773,0.21045468730699693,0.0029494958683397555,0.007624673703850338,0.8680129108261718,8.589614847576282,0.060613215092330586,0.014014873662672851
17.0,5.16,2.5530587620209197,0.4106460749829421,0.0024231421032879365,0.006361186413799125,1.0172792869653506,8.227801025454852,0.0678752696916092,0.005900804232666262
18.0,6.25,2.8740481226923054,0.5199058061401145,0.0023780537997411225,0.007714614648366425,1.0371620135086006,9.070777232175319,0.0721119759196881,0.004574008920620188
