wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,settling_trend,mid_to_tail_ratio,stability_ratio,max_slope
1.0,4.05,2.8342484507171863,0.615093479951959,21.632284238571255,0.023085446786572834,0.01336473626114006,0.03185446616582288,0.9908660050910411,1.7273401141747222,0.02172797578744603,0.11535754754589345
2.0,5.21,2.7484491294630984,0.594668302496765,8.67567404662083,0.026858712168360287,0.003399162333849736,0.008840000573169693,1.0059513593277951,7.90156562966374,0.005716064424254667,0.0550335654687445
3.0,3.02,0.927633668112967,0.22191953740240616,12.230062678910954,0.01689915803209683,0.006917263105490965,0.018088375369683996,0.950205535199995,2.443040741885535,0.031170140111538572,0.07444189788216538
4.0,0.61,1.064981080541575,0.17203305252751966,27.37450379795468,0.0828935789902348,0.11018459331784734,0.7896097916990543,0.5912017896824583,0.7523155074756941,0.6404850176086737,0.8353326224374327
5.0,2.23,2.0425795033526586,0.4454514442247135,19.715756059156767,0.013445456307732416,0.01113679901395997,0.022688481350151335,1.0339950804107252,1.207299789066747,0.0250011513787813,0.11681430708728424
6.0,1.92,1.3730779915906148,0.16914621350797454,14.15632582026468,0.009887319897922341,0.00987990929518499,0.028718324344567225,0.8879658371703639,1.0007499666005026,0.058410466494473005,0.0769765423472486
7.0,4.95,1.3672417577985714,0.3331916626319261,24.324395080424697,0.060470566970123915,0.011235933309724264,0.03252177625565067,1.0398901077819043,5.381890397649352,0.03372213214234705,0.6147055854969994
8.0,1.63,0.9719758132894754,0.1639952896615312,22.396713661619614,0.015538363282705855,0.012775753113426314,0.027232787007476222,1.1288075093919687,1.2162384423457442,0.07790317064527241,0.10120589922271528
9.0,3.19,1.838075173320104,0.27671769096544135,10.071441887262383,0.00663629289275287,0.006222449536330448,0.023379173932406738,0.9968466584146186,1.0665079383124316,0.02248663427384887,0.06447769514847404
10.0,1.3,1.606394928223518,0.21257123729985997,3.4767659284525427,0.0019493626238108052,0.0018864666943762172,0.0058047216983689864,0.896029184967791,1.03334005115597,0.008874515242344805,0.0477791864193786
11.0,6.66,1.7118618685091036,0.37695813558097935,9.143237487981628,0.018395011936755527,0.0042799626626072035,0.01894610688965992,1.0195685231790288,4.29793647489753,0.011353946890300823,0.05515274744154229
12.0,5.11,0.9121066872498808,0.3545517530156754,18.948084371488136,0.02266913109648734,0.006551689274234194,0.01857688627588483,1.1215689274021508,3.460043156441345,0.01847879526762835,0.10186752244683633
13.0,3.28,2.6325964970760687,0.47192190506647336,10.459170326950536,0.0048416085475289,0.004197814791346963,0.011805089313351225,1.0501074937822175,1.1533637463342241,0.008895147136390131,0.13061547660156547
14.0,3.7,1.008817498242409,0.33736661607180984,22.50399967057053,0.02949510906743639,0.011598108544791546,0.04380546360417337,0.9677191551963849,2.543096265260056,0.034378352681892176,0.12975357095590234
15.0,1.18,3.3981126268986603,0.4055214610573081,14.255063914750352,0.010316432913290595,0.007815808553073017,0.023548642237648743,1.16459375147705,1.3199442544290738,0.01927347695340596,0.14118448383179516
16.0,3.11,3.338959556182281,0.7282657228303885,26.979429508299745,0.01988454144056093,0.01339848338177431,0.06087001950144666,1.0817456369586211,1.4840888621409654,0.018397794847879987,0.18472896636057867
17.0,2.61,0.5775453615890915,0.08842755254377051,20.10340058431153,0.014705424509998255,0.011378414124611897,0.05122482331341682,1.0853952361013643,1.2923965551397334,0.12867498498620938,0.10159594400803873
18.0,5.26,2.65152846968906,0.6987083288056313,14.87212575899621,0.03267512573664406,0.006834859532463017,0.018783468057321784,1.00944634973305,4.780657276245726,0.009782135464685756,0.0637571402597559
19.0,2.58,1.7244992739905092,0.3619033978855947,21.686998243376756,0.024665928464147835,0.010505276376108465,0.03043047100111984,1.1104428593015852,2.347955944527853,0.029027846680791752,0.13429117618431108
20.0,1.19,3.1724444000836614,0.43078014492233746,14.944684557895002,0.010812294585855376,0.009988693901005267,0.021969186738399316,0.935182030540802,1.0824531826242108,0.02318745187204162,0.10611527307507063
21.0,7.09,2.6846711531591065,0.6952391545585291,29.90563339820414,0.0502157093419731,0.014805097436585745,0.06620821068163174,1.0225690261938192,3.391784901468951,0.021294970684860068,0.11743939551235583
22.0,1.24,3.234414715943046,0.372050522086177,13.002774618938613,0.008780496832769108,0.00752097847170842,0.02267095599773894,1.021813867105298,1.16746719836141,0.02021493857694794,0.1546551280792312
23.0,2.71,1.7466255113096243,0.2808923024792157,13.598079856461508,0.008329883220802085,0.007662537625463513,0.018311472440160736,0.9822506916129418,1.08709184096259,0.027279272271091233,0.1075094640088482
24.0,1.95,1.7648082339541462,0.31021204634562677,16.792152481781613,0.0740285495582255,0.007864458095486871,0.02633061032082784,7.654722777896289,9.41305036486334,0.02535187837732357,0.7513513657823618
25.0,0.17,0.8605869961316274,0.12306337435699127,22.26835341546445,0.08929596381187926,0.011150346959679444,0.02440802418976762,6.568410650110583,8.00835670194156,0.09060654258290657,0.9194089266298189
26.0,3.06,2.042063038040314,0.40222963315315174,27.245802601243653,0.03194378837255921,0.012589623709490074,0.03878326901665119,1.0332249391866608,2.5373106116880475,0.03129959267172365,0.11803020163071648
27.0,2.65,0.6106416297408895,0.07162464794169476,5.187019151768677,0.003232361207624343,0.0026089466258756447,0.007751618430784646,1.0677559933531673,1.2389521259705094,0.0364252623143665,0.03545008604736451
28.0,1.68,3.176380544561623,0.6576394173479413,23.45173283254963,0.04043820063333319,0.011876830371166311,0.04378320293187565,1.0643597111131187,3.4047970683078024,0.018059790882064438,0.14120021500892
29.0,2.11,1.2000785931677669,0.2890118554677077,14.830400746484012,0.010558329817815583,0.008725549685615298,0.03336626939859055,1.0430439906994244,1.210047388209177,0.030190974834938072,0.0817431330975042
30.0,1.42,2.8527962230872665,0.3852292099441607,23.17789778030064,0.017712075609243802,0.01260554070498206,0.02608653904356162,1.1966174120014297,1.4051022973684262,0.03272218291569079,0.14928925134141596
31.0,6.66,2.618783144050286,0.5805381230508128,5.5896075883944905,0.0309194718752751,0.0021721311276853704,0.004714173068762761,1.043018964512363,14.234618364686208,0.003741582228104024,0.05138010983374208
32.0,1.81,1.9724861298155991,0.41501154078168045,21.62135190533601,0.016022279229457165,0.01386002759458996,0.046458469899999466,1.0430833862294606,1.1560062174555115,0.033396728040592946,0.09994446542113389
33.0,4.04,0.6519386474337985,0.1699396698660565,9.565803134409093,0.005760504378916126,0.005003286714745808,0.012356247645324614,0.9653881435297599,1.1513438177737874,0.029441546457326682,0.07087727884940309
34.0,6.19,1.8809808112832904,0.47699577222392975,15.075300623522796,0.03887894198964527,0.007231624803392199,0.02500351467539308,1.1418904015371412,5.376238075179166,0.015160773342947948,0.06984437642407548
35.0,0.91,1.1351187926153667,0.2753296137981605,5.597048277648511,0.0036933618379591682,0.003402321621355127,0.00933748079179475,0.936520094990685,1.0855413342571616,0.01235726721169937,0.04850306289353129
36.0,2.28,1.0405998568063015,0.2657782490355875,23.471421899960887,0.016161910821192862,0.013219171407261957,0.04160393934856854,1.1057066390650097,1.2226113952726958,0.04973759668254238,0.14126959077771217
37.0,2.64,2.948333852395091,0.49160588189514354,14.065115197594384,0.014024187843056528,0.006344056915433862,0.02637216850743851,1.0412242477118185,2.210602114608443,0.012904761997705811,0.0900453290181989
38.0,5.49,2.676801713882061,0.645275707519545,17.112916204063886,0.12360147424341825,0.0015930281707147505,0.005586415990060267,63.54606434196815,77.58895851728911,0.0024687558351911814,0.883842186984297
39.0,4.72,2.397399005917756,0.5654932969019922,3.273625316427358,0.0011319416055404798,0.0012012220492831707,0.00413755329122889,0.8794706928034386,0.9423242471212698,0.0021242020970712885,0.056632241875172795
40.0,3.63,3.320746258781427,0.7015339544684812,21.210821190373586,0.013587230250646254,0.01304151959024002,0.049249711356941006,0.972802961810782,1.0418440209199709,0.01859000478676895,0.11907111116785729
41.0,1.11,2.3923158442201333,0.2908430018844194,8.037616153541418,0.005258289572154736,0.005420651992097704,0.028471831630513478,0.918051493109182,0.9700472581108469,0.018637725296254976,0.07955496464039813
42.0,0.88,1.3014832231556128,0.1695975172088259,25.533504955431148,0.017291473485435607,0.014762312482515912,0.028975765454287483,1.0770166626345703,1.1713254501684416,0.08704321052822857,0.15623749904708523
43.0,1.61,0.4837828487368171,0.12396426182483362,28.674437609700426,0.019070823603017303,0.018549912269971783,0.0803871316266297,1.007227516374888,1.0280815508657262,0.14963919316152866,0.14885101415189017
44.0,1.21,1.1801030450257308,0.342706792370587,30.174102567425003,0.10109817175790038,0.1414723634176985,0.992750886908732,0.5861358277728063,0.7146142794320385,0.41280875125436145,1.023158194099068
45.0,0.71,3.006504063342608,0.30563053158935477,21.179332825136044,0.05519488416848688,0.011397715320779085,0.04010032733404234,3.7818991094057965,4.842626594229366,0.037292462975526915,0.5611372314437584
46.0,4.22,1.2924857492014352,0.3076269959052137,6.864120645767134,0.0046785278839124676,0.0034482636357315364,0.015517246830817788,1.1626193432120981,1.356777503510816,0.011209236089230551,0.04697364652698521
47.0,2.44,1.7647377394478545,0.24252763959114074,22.154677075024527,0.07888226279625632,0.011611195099714956,0.03839288054964651,1.0142385698946852,6.793637978277949,0.047875759939830544,0.8425111381633341
48.0,4.5600000000000005,1.8338153560589765,0.5561661869003598,26.091054213181202,0.033377855154846904,0.013047076114917788,0.050140125682232695,1.1069301567961178,2.558263039365597,0.02345895237567956,0.1247226374860464
49.0,1.57,1.09208454053229,0.16366825680761074,27.47115098084653,0.020240811180167708,0.019975988014101744,0.06629504389837582,0.9445363293602433,1.013257024014131,0.12205169335634512,0.17810286254617635
50.0,1.18,3.1521539360827022,0.48777590999141196,26.732658421337526,0.02174225789059726,0.02139697400256968,0.044606036792664394,0.8776076565838684,1.016136995439127,0.04386640160043985,0.1716780223082628
51.0,5.66,0.9453687781502476,0.19223751078945375,1.7584119526142463,0.013211092768849566,0.0008200401334485289,0.0018369266457456401,0.9106553598017201,16.110280606648107,0.0042657654368033525,0.020394666094365466
52.0,4.2,3.479591817360612,0.7504914656072461,20.32632862331166,0.014022209024393226,0.014156764616646004,0.04468602832731827,0.910646249954641,0.9904952447545956,0.01886332522959205,0.11205708982434048
53.0,2.35,1.4428463648785028,0.21649749954959152,26.203818772241533,0.0176102930804931,0.013876596050805795,0.05709018172327851,1.1025526426922565,1.2690642393100617,0.06409587184877076,0.12957663652111218
54.0,2.31,2.1970271304120037,0.45546625897072085,14.118986348581663,0.009029888488738664,0.0073002000375869324,0.01987095524750515,0.972640519719349,1.2369369613584609,0.016027971068715865,0.5265726259746686
55.0,2.35,1.2444188172200827,0.15219172026908373,10.658791194222799,0.008019117353711445,0.00788596440324695,0.024156725302045157,0.9701347706666469,1.0168846734237094,0.05181598800176595,0.1237147438781494
56.0,1.63,3.143587306159408,0.5788099764611944,7.835043563849148,0.004589566755168365,0.0036392207306957386,0.011526532656660926,1.0050167551257556,1.2611396322616875,0.006287418794434527,0.05536056960203878
57.0,1.78,2.739832698595152,0.429990892428591,14.019808834844387,0.009131084185130988,0.007593994957093285,0.016921518070794228,1.107027235749391,1.2024083548006057,0.01766082741088196,0.11415120624387391
58.0,1.95,0.9246545852788028,0.09622666912967129,4.125129958085132,0.0026237397617697813,0.0024841010314622923,0.010556289552346776,0.9706260979200877,1.056212558316411,0.02581509916237167,0.050771718169125096
59.0,2.62,1.8605851719906843,0.3577426528190378,31.523890687096895,0.03756105483935934,0.014622415263789575,0.03899635800974344,1.029764215416401,2.5687310607053493,0.04087411749113441,0.1505304063449105
60.0,3.77,2.5285409319399976,0.5882272929872159,32.15919679160014,0.056553754285006315,0.01553864445999906,0.048662492232087295,1.1276516352302912,3.6395549683266752,0.026416054846201624,0.148838964666134
61.0,3.67,2.5182551837385883,0.732458015360919,36.042855836926215,0.11570208694353148,0.0159415132431549,0.06263509518466792,4.062080496352053,7.25791070902895,0.02176440544996331,0.8421577993429441
62.0,3.63,1.269634227381042,0.42828836896482253,38.33999734044219,0.06751310891148067,0.022312716971346718,0.0756481716497901,0.8870059599012912,3.0257680394732214,0.052097415050470254,0.6173558206805188
63.0,3.45,2.818742718360055,0.5298363388252979,10.536363248081193,0.0067588583122081235,0.006015419217230977,0.014370959639687264,0.974000210833883,1.1235887216736067,0.01135335341327179,0.0928355193577273
64.0,3.36,2.8728826075803013,0.5454769022327389,28.148066436636416,0.028885850978409566,0.015326100641284457,0.04077797736987332,1.08315566871519,1.8847487544124553,0.0280966995127661,0.14760351110422043
65.0,7.48,0.8304511410129894,0.20113888834272803,2.208075692994311,0.011838370534360659,0.0005191779014680828,0.0012041714102835055,1.0043900489221942,22.80210251396057,0.0025811910524346005,0.0214243700297667
66.0,2.38,3.4307048355316545,0.7059802585633972,6.954035827197047,0.011517815098506514,0.002295510278705198,0.007691590652277203,0.9506014567967299,5.017538012273777,0.0032515219053360243,0.057510719078115224
67.0,4.95,1.8864713380586144,0.4380650888737143,29.625911934357532,0.03940722576755081,0.014232730354700294,0.05195339299684676,1.0098616317670597,2.7687746494657723,0.03248998992091179,0.15126906709103227
68.0,1.37,3.3214247126481795,0.6564216420414053,23.907428804713987,0.05070718515826902,0.012170691194104232,0.029178534806754364,3.4508161734013045,4.166335352958213,0.018540965739206345,0.559703148365982
69.0,2.22,2.990887462527936,0.5405285563611516,19.57041535211719,0.012748598432757201,0.0098472733240652,0.03288466317837724,1.0664257182584884,1.294632201075339,0.018217859519096217,0.10169965772949985
70.0,1.95,1.7694500918193576,0.269822579038608,24.17550368309563,0.0205515194468318,0.01790544390248083,0.05563149745506468,0.9522151562806699,1.14778044102017,0.06636006482451838,0.13056446480608264
71.0,5.17,1.6838588620370294,0.3959488836807639,26.017048442232856,0.030741145453702858,0.014844257357308798,0.06297389622485361,0.8922033675945436,2.0709115075841416,0.03749033759566482,0.1127968009495639
72.0,6.5200000000000005,2.6399714986239733,0.6606274401113765,36.59540865538975,0.04249398246897446,0.01890979314597832,0.041970356869800884,0.9869965534258864,2.247194344948063,0.028623989815146477,0.1763708722835844
73.0,3.0,2.1206692164844823,0.3845046680798676,11.512925087159164,0.01370140239448673,0.004955985455042181,0.01748359079231987,1.005604967777816,2.764616594249775,0.012889272494146866,0.06349440673709866
74.0,5.94,2.1371255758550203,0.5171578512626804,8.901255565672022,0.05395089667063564,0.004352341631699608,0.011371927340194432,0.9444925721461774,12.395829381099896,0.008415886199266136,0.11244019603552058
75.0,1.11,0.9130798935570266,0.1810897050767497,30.916792155137916,0.02316908006540687,0.021735858995717332,0.08084498883056157,0.9816656924254625,1.0659380429378882,0.12002813117662915,0.15946799234918108
76.0,3.28,1.4148594997125865,0.30801256088186274,20.690530502892877,0.013496343300523574,0.01310444779935484,0.03478483083999073,0.8949338630326992,1.0299054547939497,0.04254517322050329,0.12971545830260922
77.0,6.71,2.2756006149445085,0.5207971039387738,25.319756942657747,0.025643576274264713,0.011424161302213978,0.02947774491285493,0.9901879614000102,2.2446789178839874,0.021935915530016305,0.0855168791918075
78.0,1.95,1.588574945616374,0.2026135370315387,10.205414982275046,0.008069042370307186,0.007859660893592359,0.018687911094267706,0.89945907418372,1.0266398834389463,0.03879139059488181,0.07260995487453137
79.0,6.49,1.1879791792784689,0.24690178751460526,13.086588984356414,0.07790632225497064,0.003162497557615743,0.0106882010963536,0.9271047073030444,24.63442143471061,0.012808726808508591,0.7422733087757931
80.0,1.52,1.2945649786549545,0.1697257691626924,26.018866478939103,0.062467430109122646,0.015290814378685716,0.06075439586785336,0.9624976375175543,4.085290977758956,0.09009129470456105,0.6597748005348223
81.0,3.79,0.7901540886226183,0.22267098605686358,15.144334881413773,0.01035863852013127,0.007179983159324448,0.01863069449399868,1.1297256561741644,1.4427104977214735,0.03224480770586827,0.09127441931202718
