wave_id,wait_time_ms,x_end,std_all,ringing_energy,max_rolling_std_half,std_tail_50,max_dev_tail_50,mid_to_tail_ratio,crossing_rate,drift_score,max_slope
1.0,0.0,1.182008067401509,0.032269599294132215,1.3174679444104376,0.04166181900098566,0.0,0.0,41661819.00098566,0.01,0.031156569321966233,0.006345818392217817
2.0,0.0,1.6733286518057269,0.033440104679569205,0.9991511609744648,0.04908650473963726,4.440892098500626e-16,0.0,49086482.94085983,0.01,0.001298751150761599,0.0043985486237265725
3.0,0.0,1.0602025568111402,0.04158732281315412,0.9166831399017528,0.056182327833500564,0.040207723249569,0.11947342280966722,1.3973018588363106,0.01,0.0443864902809519,0.0033301364639628517
4.0,2.28,3.346766570324834,0.5749868074315885,4.834884705100025,0.0008901258092545213,0.0008902511447349648,0.002749361590982158,0.9998580902262458,0.45,0.00018467063950901696,0.06214368790523217
5.0,4.69,1.825050078971517,0.30760161981339207,5.735215206628926,0.005107826047235311,0.0003038798506261496,0.001112068410298761,16.808647325787668,0.475,5.6224919761982406e-05,0.0849279246788461
6.0,2.44,2.7021007654233933,0.13481583069539377,4.394569855157661,0.006489698952127706,0.0003488937459739145,0.0012387689336375018,18.600735686094037,0.49,0.0005489865720564335,0.03718321015993897
7.0,4.47,0.9796721966898366,0.09550547496592254,2.0601465398844514,0.003669486915453533,9.743528471343217e-05,0.0003416871555124157,37.660373917640484,0.445,0.0006787256670224884,0.015572747703386791
8.0,2.63,2.9474382794221285,0.14057049267052368,5.22316973849846,0.007002703028821211,0.0004995315474336309,0.001272590921692629,14.018512036498697,0.47,9.840100812506413e-05,0.04364512554315603
9.0,0.0,0.7749942546348078,0.02463563970209809,0.7995492696997335,0.04306673071805768,1.1102230246251565e-16,0.0,43066725.936690606,0.01,0.019517336963239283,0.00553433670008352
10.0,0.0,3.2959650834079506,0.07428359754189386,1.6511333668322727,0.07534429185901399,4.440892098500626e-16,0.0,75344258.39944181,0.01,0.045593223832904976,0.008247032645932517
11.0,0.0,3.288013404725949,0.07712299661581727,2.7609400022672883,0.10946946205380119,4.440892098500626e-16,0.0,109469413.43961586,0.01,0.040209707877187535,0.016961981489966416
12.0,5.28,1.3209454779592429,0.08480999543432159,2.249115645586654,0.008034920547606076,0.0002969687097846129,0.0012883530300542567,27.056363941742298,0.505,0.0012865326236194297,0.04222844282460403
13.0,3.3000000000000003,1.4928688749039327,0.13765418807706517,5.248926035195316,0.007347575691284821,0.0036739250451766755,0.011349561962272325,1.9999247673836842,0.54,0.001441255012614373,0.03140686811513538
14.0,2.19,1.2764881821872616,0.06954009660932466,2.438328126515536,0.000405861346603998,0.0003361628924545876,0.0007460474592424493,1.2073317679673934,0.51,6.815710127733966e-05,0.022350828782977006
15.0,0.0,2.6001732145836804,0.06357329984607904,5.144075694032886,0.067443587353173,0.07291909333431947,0.21435958228464447,0.9249098328615772,0.02,0.03918939917799604,0.022731322261229536
16.0,0.0,1.0289789608436104,0.02790370691456744,1.2997658636316642,0.03366610720283771,0.0,0.0,33666107.20283771,0.01,0.012220961324154131,0.005527492030024561
17.0,4.32,0.9508914893040256,0.061100185250335705,2.134992863382588,0.006121650732913478,0.00030338071653471314,0.001127770430029984,20.17804765177085,0.535,5.6835160438876154e-05,0.02402109798963037
18.0,3.59,1.2659519573456317,0.08967458852320412,2.330147816845012,0.004944991268868539,0.00030619550149702386,0.0008871809767660999,16.149731445957105,0.51,0.0004443394948687862,0.01930410028311913
19.0,0.0,1.3745358794580351,0.02623539117168775,0.9985508307123627,0.03911569992887694,0.03004513589141624,0.09279824198414222,1.3018978768591372,0.01,0.005437844010299144,0.004358491680799048
20.0,3.17,1.238965874873727,0.10593495849058457,2.6730320450334224,0.00023401298593436886,0.00018358469192435026,0.0005460254496916228,1.274679870100106,0.39,4.3225788118377295e-05,0.022885728378664538
21.0,5.83,3.086195985207899,0.21384921657940748,5.476678961316091,0.019294513443371117,0.0005384029996030053,0.0012933924367470873,35.836497235529485,0.495,0.0004366646894312343,0.026545926574106815
22.0,0.0,1.127465104785822,0.04483367986551283,1.5082129396056514,0.06848778411780879,0.03971784177579897,0.13265136802408573,1.7243581053586332,0.01,0.025777686323524424,0.005863362038762476
23.0,4.25,0.7566785299750712,0.14432785886421307,1.2656158983452657,0.0038208967131854784,0.00017177099772252685,0.00047638501585534065,22.244002304482667,0.49,3.646890668637881e-05,0.016556739655334884
24.0,0.0,1.0231223260741649,0.019624190613062305,0.5509305849909456,0.02860571633930924,0.0,0.0,28605716.339309238,0.005,0.0,0.0023280023270790817
25.0,4.34,0.7426441809123557,0.06495881833586022,1.2809969208682084,0.0034623389403981458,8.15075672256028e-05,0.0001949443883803026,42.47822110300308,0.445,0.0002768655441681134,0.01442829858186312
