wave_id,sample,time_ms,value,sd,low_limit,high_limit,signal_type
1,0,0.0,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,1,0.01,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,2,0.02,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,3,0.03,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,4,0.04,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,5,0.05,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,6,0.06,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,7,0.07,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,8,0.08,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,9,0.09,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,10,0.1,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,11,0.11,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,12,0.12,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,13,0.13,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,14,0.14,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,15,0.15,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,16,0.16,1.1847097276150518,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,17,0.17,1.1910555460072683,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,18,0.18,1.197401364399485,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,19,0.19,1.2037471827917017,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,20,0.2,1.2100930011839182,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,21,0.21,1.2164388195761349,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,22,0.22,1.2227846379683514,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,23,0.23,1.229130456360568,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,24,0.24,1.2354762747527848,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,25,0.25,1.2418220931450012,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,26,0.26,1.248167911537218,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,27,0.27,1.2545137299294344,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,28,0.28,1.2608595483216511,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,29,0.29,1.2672053667138679,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,30,0.3,1.2735511851060843,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,31,0.31,1.279897003498301,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,32,0.32,1.2862428218905178,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,33,0.33,1.2925886402827342,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,34,0.34,1.298934458674951,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,35,0.35000000000000003,1.3052802770671674,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,36,0.36,1.3116260954593841,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,37,0.37,1.3120014908889406,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,38,0.38,1.3056556724967239,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,39,0.39,1.2993098541045074,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,40,0.4,1.2929640357122907,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,41,0.41000000000000003,1.286618217320074,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,42,0.42,1.2802723989278575,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,43,0.43,1.2739265805356408,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,44,0.44,1.2675807621434243,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,45,0.45,1.2612349437512076,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,46,0.46,1.2548891253589909,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,47,0.47000000000000003,1.2485433069667744,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,48,0.48,1.2421974885745577,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,49,0.49,1.2358516701823412,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,50,0.5,1.2295058517901245,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,51,0.51,1.2231600333979078,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,52,0.52,1.2168142150056913,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,53,0.53,1.2104683966134746,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,54,0.54,1.204122578221258,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,55,0.55,1.1977767598290414,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,56,0.56,1.1914309414368247,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,57,0.5700000000000001,1.1850851230446082,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,58,0.58,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,59,0.59,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,60,0.6,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,61,0.61,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,62,0.62,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,63,0.63,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,64,0.64,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,65,0.65,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,66,0.66,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
1,67,0.67,1.182008067401509,0.0,1.1337373200687895,1.2302788147342285,type2_tri_Hconst_Tvar
