wave_id,sample,time,value,sd,low limit,high limit
1,0,0.0,0.8344748326033538,0.07,2.4324586899625844,3.2909735217140845
1,1,0.1,1.6780347673440204,0.06876549560141663,2.4324586899625844,3.2909735217140845
1,2,0.2,1.8002660454772828,0.06756147122503571,2.4324586899625844,3.2909735217140845
1,3,0.3,1.5080624285809372,0.06638717431642764,2.4324586899625844,3.2909735217140845
1,4,0.4,1.3923355604187313,0.06524187090179798,2.4324586899625844,3.2909735217140845
1,5,0.5,1.736823621379083,0.06412484512922977,2.4324586899625844,3.2909735217140845
1,6,0.6,2.337059139380608,0.06303539882125289,2.4324586899625844,3.2909735217140845
1,7,0.7,2.612573229017345,0.06197285103846037,2.4324586899625844,3.2909735217140845
1,8,0.8,2.5740440800369626,0.0609365376538991,2.4324586899625844,3.2909735217140845
1,9,0.9,2.433469572611629,0.05992581093796885,2.4324586899625844,3.2909735217140845
1,10,1.0,2.437830705182096,0.05894003915357025,2.4324586899625844,3.2909735217140845
1,11,1.1,2.6682120436361374,0.05797860616124843,2.4324586899625844,3.2909735217140845
1,12,1.2,2.9195478420434338,0.0570409110340859,2.4324586899625844,3.2909735217140845
1,13,1.3,3.032834130229939,0.056126367682103606,2.4324586899625844,3.2909735217140845
1,14,1.4,2.9530376548364248,0.05523440448593567,2.4324586899625844,3.2909735217140845
1,15,1.5,2.8286521149816135,0.05436446393954861,2.4324586899625844,3.2909735217140845
1,16,1.6,2.8885923319561835,0.05351600230178197,2.4324586899625844,3.2909735217140845
1,17,1.7,3.0196520632464967,0.05268848925649236,2.4324586899625844,3.2909735217140845
1,18,1.8,3.1421039338655783,0.05188140758108867,2.4324586899625844,3.2909735217140845
1,19,1.9,3.115298774154429,0.051094252823251,2.4324586899625844,3.2909735217140845
1,20,2.0,3.101649222715162,0.050326532985631674,2.4324586899625844,3.2909735217140845
1,21,2.1,3.0364625462920074,0.049577768218340756,2.4324586899625844,3.2909735217140845
1,22,2.2,3.105172717489052,0.04884749051902433,2.4324586899625844,3.2909735217140845
1,23,2.3,3.192845029355773,0.04813524344034779,2.4324586899625844,3.2909735217140845
1,24,2.4,3.2304280464640085,0.04744058180470133,2.4324586899625844,3.2909735217140845
1,25,2.5,3.162170975028,0.046763071425949515,2.4324586899625844,3.2909735217140845
1,26,2.6,3.1425056644832705,0.0461022888380508,2.4324586899625844,3.2909735217140845
1,27,2.7,3.147084799888643,0.04545782103037746,2.4324586899625844,3.2909735217140845
1,28,2.8,3.186535726585803,0.04482926518957048,2.4324586899625844,3.2909735217140845
1,29,2.9,3.195974668951964,0.044216228447768124,2.4324586899625844,3.2909735217140845
1,30,3.0,3.224769088963108,0.04361832763705074,2.4324586899625844,3.2909735217140845
1,31,3.1,3.214947327566137,0.0430351890499483,2.4324586899625844,3.2909735217140845
1,32,3.2,3.2103994216431495,0.04246644820586108,2.4324586899625844,3.2909735217140845
1,33,3.3,3.2479652227942437,0.041911749623247466,2.4324586899625844,3.2909735217140845
1,34,3.4,3.2020904667414745,0.041370746597436336,2.4324586899625844,3.2909735217140845
1,35,3.5,3.2207786212815552,0.04084310098392542,2.4324586899625844,3.2909735217140845
1,36,3.6,3.2280013297835897,0.04032848298702996,2.4324586899625844,3.2909735217140845
1,37,3.7,3.1960107869658954,0.03982657095374964,2.4324586899625844,3.2909735217140845
1,38,3.8,3.2049403187042933,0.03933705117272507,2.4324586899625844,3.2909735217140845
1,39,3.9,3.1994320121257043,0.03885961767815785,2.4324586899625844,3.2909735217140845
1,40,4.0,3.1991491566649297,0.03839397205857212,2.4324586899625844,3.2909735217140845
1,41,4.1,3.1729792469269995,0.03793982327029759,2.4324586899625844,3.2909735217140845
1,42,4.2,3.18671678770113,0.037496887455557765,2.4324586899625844,3.2909735217140845
1,43,4.3,3.2142917894063223,0.03706488776504968,2.4324586899625844,3.2909735217140845
1,44,4.4,3.153028489697591,0.036643554184903976,2.4324586899625844,3.2909735217140845
1,45,4.5,3.199438394839973,0.03623262336791749,2.4324586899625844,3.2909735217140845
1,46,4.6,3.175376205776474,0.03583183846895266,2.4324586899625844,3.2909735217140845
1,47,4.7,3.156783067920052,0.03544094898440099,2.4324586899625844,3.2909735217140845
1,48,4.8,3.212099078277507,0.035059710595610104,2.4324586899625844,3.2909735217140845
1,49,4.9,3.1836874504024197,0.03468788501617664,2.4324586899625844,3.2909735217140845
1,50,5.0,3.141416825387308,0.0343252398430095,2.4324586899625844,3.2909735217140845
1,51,5.1,3.164352246749468,0.03397154841107037,2.4324586899625844,3.2909735217140845
1,52,5.2,3.1685576091019443,0.03362658965170063,2.4324586899625844,3.2909735217140845
1,53,5.3,3.153294460722396,0.033290147954446334,2.4324586899625844,3.2909735217140845
1,54,5.4,3.1682866696471996,0.032962013032294575,2.4324586899625844,3.2909735217140845
1,55,5.5,3.14771656441256,0.03264197979023732,2.4324586899625844,3.2909735217140845
1,56,5.6,3.1676361711971786,0.032329848197080326,2.4324586899625844,3.2909735217140845
1,57,5.7,3.176451430872296,0.03202542316041711,2.4324586899625844,3.2909735217140845
1,58,5.8,3.1267980388415846,0.031728514404689885,2.4324586899625844,3.2909735217140845
1,59,5.9,3.1476019870902556,0.031438936352261124,2.4324586899625844,3.2909735217140845
1,60,6.0,3.127120914879081,0.031156508007421493,2.4324586899625844,3.2909735217140845
1,61,6.1,3.142015076265682,0.030881052843261647,2.4324586899625844,3.2909735217140845
1,62,6.2,3.1146921013172477,0.030612398691337153,2.4324586899625844,3.2909735217140845
1,63,6.3,3.1188169419165694,0.030350377634057634,2.4324586899625844,3.2909735217140845
1,64,6.4,3.1297877999814085,0.03009482589973277,2.4324586899625844,3.2909735217140845
1,65,6.5,3.1480422582790846,0.029845583760209703,2.4324586899625844,3.2909735217140845
1,66,6.6,3.1522555361746423,0.02960249543103771,2.4324586899625844,3.2909735217140845
1,67,6.7,3.1042090311110204,0.029365408974097854,2.4324586899625844,3.2909735217140845
1,68,6.8,3.1065113182959907,0.02913417620263673,2.4324586899625844,3.2909735217140845
1,69,6.9,3.1320139851328883,0.02890865258864492,2.4324586899625844,3.2909735217140845
1,70,7.0,3.07706152699583,0.028688697172522256,2.4324586899625844,3.2909735217140845
1,71,7.1,3.1061524243565493,0.028474172474973504,2.4324586899625844,3.2909735217140845
1,72,7.2,3.1140133684803817,0.028264944411079327,2.4324586899625844,3.2909735217140845
1,73,7.3,3.1407226540781736,0.02806088220648884,2.4324586899625844,3.2909735217140845
1,74,7.4,3.1275858420136187,0.02786185831568138,2.4324586899625844,3.2909735217140845
1,75,7.5,3.1073530772820845,0.027667748342246425,2.4324586899625844,3.2909735217140845
1,76,7.6,3.1025697288068237,0.027478430961131756,2.4324586899625844,3.2909735217140845
1,77,7.7,3.1077827744104254,0.02729378784281137,2.4324586899625844,3.2909735217140845
1,78,7.8,3.136663007713522,0.02711370357932568,2.4324586899625844,3.2909735217140845
1,79,7.9,3.105182279237687,0.026938065612147764,2.4324586899625844,3.2909735217140845
1,80,8.0,3.1000162373855247,0.026766764161830634,2.4324586899625844,3.2909735217140845
1,81,8.1,3.107357559889153,0.02659969215939151,2.4324586899625844,3.2909735217140845
1,82,8.2,3.09594657309946,0.026436745179390212,2.4324586899625844,3.2909735217140845
1,83,8.3,3.097805985866631,0.026277821374659862,2.4324586899625844,3.2909735217140845
1,84,8.4,3.076113506387817,0.026122821412649096,2.4324586899625844,3.2909735217140845
1,85,8.5,3.0997684098565013,0.025971648413335983,2.4324586899625844,3.2909735217140845
