wave_id,sample,time_ms,value,sd,low_limit,high_limit,signal_type
1,0,0.0,4.531365352022922,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,1,0.01,4.517467105758849,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,2,0.02,4.502305962369397,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,3,0.03,4.487574734518265,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,4,0.04,4.473291122602551,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,5,0.05,4.459133144944993,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,6,0.06,4.444935156042557,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,7,0.07,4.43131038411513,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,8,0.08,4.417324476872027,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,9,0.09,4.4036334548178395,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,10,0.1,4.390740035635157,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,11,0.11,4.376892079190662,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,12,0.12,4.364148530276232,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,13,0.13,4.3509291439743665,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,14,0.14,4.337735573852918,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,15,0.15,4.326100627626071,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,16,0.16,4.312976226475174,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,17,0.17,4.300558811443598,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,18,0.18,4.287951906556314,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,19,0.19,4.2755430232355724,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,20,0.2,4.263931084199912,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,21,0.21,4.251340602931254,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,22,0.22,4.23990429455279,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,23,0.23,4.227746457676459,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,24,0.24,4.215899600859596,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,25,0.25,4.205186250589582,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,26,0.26,4.193407436795327,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,27,0.27,4.182983505496076,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,28,0.28,4.171641848558937,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,29,0.29,4.1608000702419545,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,30,0.3,4.15013451014067,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,31,0.31,4.139069111765632,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,32,0.32,4.129189156597552,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,33,0.33,4.118311190082475,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
1,34,0.34,4.10838402200936,0.015401923047406202,3.1888538497400276,3.598503601090318,type4_overdamped_decay
